symbol,vwap
SPRO,9.436
SGEN,73.158
QID,41.751
MDGL,110.059
PBR.A,13.726
UGP,15.081
ADES,11.505
LVS,57.54
WIX,105.448
URA,12.623
EQIX,382.791
GOL,12.915
LC,3.049
CSQ,11.666
ABEV,4.732
DFJ,67.356
XOM,71.85
PM,74.84
ENB,36.475
OTLKW,0.256
HCHC,3.357
GS,200.718
EVBN,34.25
MOFG,27.739
GDXJ,31.818
CSTE,14.888
SMMT,1.348
EXPD,68.636
MNGA,0.239
AMX,15.63
BTAI,5.536
APPN,31.57
KEYW,6.98
ALB,79.06
DBVT,6.433
ZYNE,5.041
SMBK,19.253
CALA,4.281
HMSY,28.65
LNC,57.635
EUFN,18.172
AAL,36.399
CUTR,13.772
TAL,30.451
IPAR,66.72
VOD,17.833
NVAX,2.218
STAF,2.333
MKSI,81.257
MCHX,3.983
DMRC,19.271
OPINI,24.138
MESO,4.571
HBMD,13.58
DRE,29.839
TIS,1.125
INDA,31.872
IPGP,129.608
PCMI,21.023
WYNN,119.519
USB,51.006
SP,32.835
SLGN,27.213
PTX,0.446
FBMS,31.903
WASH,51.672
USCI,38.736
NVMI,24.273
NRZ,16.816
ON,19.629
REG,64.688
GNE,8.77
LECO,86.186
PDCO,22.112
SCO,20.472
IZEA,1.663
DRQ,37.254
HSGX,0.134
NEWM,13.64
COUP,79.035
HOLI,20.033
BIDU,166.664
NTGR,38.06
ACET,1.196
LANC,157.078
CASY,129.244
GPOR,8.481
SGU,9.075
IMGN,4.858
IGSB,52.082
VIV,12.882
CVS,66.156
BGNE,122.639
FRPT,36.12
EGLE,4.067
AMAT,38.862
NRIM,32.736
MBIN,21.025
CMTA,13.084
UXIN,3.462
ZG,32.847
ATVI,45.752
ALXN,118.723
CCMP,101.039
OLED,102.413
HZN,1.993
BIOC,1.89
MO,46.637
CVCY,19.774
MJ,33.767
AKG,0.745
AA,29.106
QTT,9.457
EHTH,57.51
FRPH,49.532
BVN,15.52
TECH,165.544
JVA,5.816
LGIH,59.488
VIAB,28.396
WP,83.499
RTRX,20.639
FDN,127.919
ECL,155.589
VERU,1.487
ACN,152.31
BAC,29.244
JPM,104.223
YY,67.149
KINS,16.3
HURC,37.656
MDRX,11.708
WPC,73.95
BSRR,26.933
QDEL,55.501
INFN,4.364
IUSG,55.495
MRNS,3.082
CTIC,1.138
CQP,40.485
BATRK,26.703
NCLH,50.05
DWT,9.075
BATRA,26.829
SCCO,33.23
PVH,107.98
FSLR,50.563
ACHN,2.101
AFIN,12.991
GLUU,9.383
NEOS,2.109
CEPU,10.08
FTNT,73.759
NEO,16.664
CGIX,0.246
TECL,97.637
VERI,5.426
ACAD,22.327
SFST,37.12
NAVB,0.129
WEC,70.917
III,4.156
CIDM,1.005
QCRH,34.178
NWPX,22.135
WIN,2.867
CONN,21.06
TMUS,67.884
AXO,25.132
FWRD,58.289
PSA,210.899
FBIZ,20.649
JAGX,0.251
EBMT,17.35
ANAT,137.501
UMBF,64.296
FANG,101.217
DRYS,5.17
HON,141.879
ANET,206.864
FISV,84.417
DSLV,25.802
FIZZ,83.221
CLRB,1.96
CHK,2.865
RUN,12.317
PLAN,29.891
EHC,67.594
ITW,134.607
CHD,63.737
ORCL,49.988
T,29.299
SPR,82.75
ALSN,48.809
FAST,59.767
TIF,87.419
ATNM,0.547
MRK,73.369
WKHS,0.887
LIVN,88.431
CRUS,38.017
LBRDA,74.983
MNTX,6.991
NH,0.572
ZAYO,26.658
SCHW,47.122
CHUY,21.682
EVBG,59.648
RAND,3.109
CTXR,0.996
MET,44.699
UTX,118.457
GFN,9.041
GHDX,72.993
GBCI,42.633
FOXF,59.37
LASR,18.498
LIT,28.188
KTF,10.9
APTO,1.99
CDXC,3.245
MTDR,19.329
CACC,407.226
FBP,10.554
DLTH,22.927
IWD,118.026
AAWW,51.05
RP,54.239
ZN,0.482
CMP,51.539
NSC,166.825
KEM,20.674
VRNS,57.303
AVAV,74.954
FRC,96.574
KMB,108.402
AKAO,1.682
NATI,41.597
MTCH,52.084
DNBF,35.118
RGLD,84.781
MANT,54.767
MERC,14.39
RPD,37.208
WDFC,178.402
INSM,24.123
MACK,5.31
HABT,10.323
XNET,3.403
SONA,15.002
CMTL,24.691
SLM,10.765
UFPT,32.358
ABDC,7.015
WCG,275.321
AZUL,28.451
SAIL,27.486
USMV,54.673
FOX,48.689
AWSM,2.771
ETN,71.573
RY,75.659
CDXS,17.508
NYMTN,22.5
TGA,1.776
INOV,13.85
WM,94.49
AIPT,1.039
ABEO,6.522
RGNX,42.389
DRH,10.062
VWOB,76.392
MNR,13.501
LSXMA,39.292
SPSC,86.359
APU,30.114
COF,80.054
LPSN,22.528
BCRX,8.661
FITB,27.215
APC,47.01
SIX,61.269
VYGR,10.455
HASI,22.411
AG,5.813
EC,18.109
WB,58.241
MTL,2.409
DK,31.412
KGC,3.259
SCHL,41.048
INO,4.861
BLDP,3.552
AMKR,7.843
ZLAB,26.915
CRMD,1.859
CGC,48.61
CWH,13.938
PACB,6.913
ORGO,14.164
BSGM,4.304
TDOC,61.393
OCX,5.262
DNLI,18.78
ARPO,4.06
IPWR,0.369
LBRDK,75.292
OPNT,14.761
DE,161.608
SANM,31.657
EMN,81.621
JCI,32.755
FLKS,0.312
UHAL,358.211
BMY,48.606
HDB,95.465
GIL,33.765
AIMT,22.263
H,68.89
ONTX,2.323
GV,2.693
PRFT,25.004
DMLP,16.604
HMNY,0.011
MRTX,63.209
ESV,4.547
DG,115.132
IXN,153.174
AMTB,13.871
HWBK,23.0
CID,31.72
JPHF,24.52
EBAYL,26.203
DLN,88.936
PETS,22.601
UPRO,40.947
SPOT,135.494
CLFD,12.054
CRBP,7.03
OZK,31.619
CFG,34.746
TEL,79.072
VTI,136.122
GBT,45.924
ERUS,34.528
ORC,6.96
TMHC,18.325
OR,9.553
EPI,23.497
HTZ,16.118
TLC,6.474
CHGG,34.669
ATHN,134.487
CPST,0.851
GOOS,49.148
TBT,35.573
RSG,76.092
MDLZ,43.673
FGM,41.59
OPESW,0.241
NNBR,8.929
TORC,8.254
E,33.423
AZPN,95.127
CINF,79.504
ARAY,4.392
F,8.577
JKL,137.426
GLBS,3.4
KIM,17.396
OTEX,34.941
VSM,37.027
SQBG,1.03
AMRS,2.885
AST,1.048
SLS,1.429
GRUB,78.912
MS,42.268
TD,55.836
PULM,0.18
QLD,75.003
TJX,48.817
DHI,36.602
DERM,6.553
SBS,11.5
FEZ,35.024
GLG,1.587
HBM,5.865
GLOB,68.363
RHT,176.14
DVAX,10.802
RYAAY,70.018
ARQL,3.414
EOLS,15.517
ROLL,136.502
VEEV,107.071
JDST,41.878
EDIT,21.082
SHW,404.186
MDT,86.641
MEOH,56.803
UNM,33.738
EMLP,23.295
COP,65.476
NUGT,19.146
KL,30.616
AGS,24.578
ALLY,26.472
CB,131.706
CBU,60.35
CTB,34.014
BND,79.551
MEDP,62.981
IXUS,56.034
ES,67.408
XEL,50.908
BX,32.815
C,63.324
ENZL,47.744
CRM,146.769
BPFH,11.715
UAE,14.1
QAT,19.225
EW,167.259
ENTG,33.299
EQR,72.241
PEN,139.436
NBR-A,23.365
FAS,56.993
FAZ,10.486
TECK,23.559
ANCX,24.204
KIN,9.88
OKE,64.133
ONEQ,278.026
VIVO,16.037
IYF,115.64
HYG,84.443
VAR,131.229
VCLT,87.232
ZNH,35.041
AKS,2.776
DIS,109.541
EWJ,53.795
NKE,80.315
SELB,1.669
JNCE,3.869
BCLI,3.692
INGN,148.138
L,47.696
PTE,17.799
FIX,47.279
SDIV,19.02
PKE,22.448
IJR,75.544
BST,29.939
TAOP,1.103
HL,2.589
RUBY,13.637
LXFT,57.695
HRL,41.769
LOVE,23.473
M,25.552
NVO,46.791
XYL,70.515
OPTT,0.299
NMM,1.02
FTS,35.29
ASRT,4.229
CVGW,81.825
VHI,3.237
EWQ,27.882
STML,10.712
TAN,22.317
SWN,4.532
DAL,49.408
NANO,30.621
ROCK,35.034
TCBK,37.072
MODN,14.274
AR,10.316
AXE,59.828
CFXA,115.487
ALG,86.558
HCP,30.842
MGM,28.606
NEP,41.503
BDXA,60.796
AMPE,0.493
MTN,186.19
MTRN,47.018
NUW,15.85
QTS,41.651
THR,22.909
PFGC,34.268
TRQ,1.649
WLKP,23.388
CRH,28.786
HEDJ,60.156
GLPG,101.136
EWL,33.114
OIH,16.844
NVS,85.522
PPBI,29.747
KEN,18.05
VNCE,11.596
OGE,40.243
JBL,25.911
BYD,26.494
ENDP,9.473
ACOR,15.885
LM,28.666
FFBC,26.297
TZA,11.467
UDOW,85.584
SYK,177.478
BOKF,84.785
PRIM,19.714
FSS,21.502
ALDX,8.452
AGN,143.608
AKRX,4.107
ARWR,13.345
GTN,16.142
CREX,2.391
GNL,19.674
CEI,0.462
FMBH,32.578
CTK,11.613
CLNE,1.886
VKTX,8.02
SHV,110.522
GNW,4.682
DB,9.207
EWT,32.329
CXSE,66.846
GH,39.517
RUSL,40.379
MSF,17.35
BURL,168.975
STWD,21.66
MMLP,13.464
BR,99.751
IVC,5.137
KNX,32.732
GG,10.846
BGG,12.466
TUR,28.341
WTW,32.053
UEIC,27.249
BBW,4.901
KALA,5.276
RDFN,17.462
AZRX,2.01
CLF,10.534
ADRO,2.445
FLIR,47.474
CQQQ,43.512
AER,47.744
NTAP,62.954
NAVG,69.748
OMAB,44.159
ABBV,77.691
AEMD,1.327
ATIS,0.31
CSWC,21.607
AXNX,14.317
APDN,0.468
PFE,41.164
ATRS,2.976
MKTX,211.622
GROW,1.255
INPX,2.182
NAT,2.051
FOSL,17.257
BLK,405.696
ETFC,46.401
EL,132.665
DGAZ,89.186
RHI,64.411
CBIO,8.249
PODD,76.045
TYME,2.724
GPN,111.964
BRZU,36.625
BNFT,54.339
SSL,30.463
WTI,5.056
PIR,0.89
ODP,2.935
KO,47.531
RILYH,25.563
RIG,8.552
KMI,18.051
MPW,17.911
CHMI,18.519
OPHT,1.263
RCL,118.758
WK,39.179
GILT,8.994
EMR,64.541
SHY,83.645
AT,2.469
ALL,86.769
AWK,93.499
NVEC,93.635
DWDP,58.942
CCJ,11.934
CIM,18.928
BSX,37.179
ELY,15.97
MNST,55.728
HEAR,14.432
FHN,14.897
EWP,28.599
HCA,138.082
CJJD,2.093
ICE,75.544
K,58.377
LEN,45.369
O,67.317
IAE,8.983
MLSS,0.397
JNPR,25.634
CTRV,0.315
SAR,23.185
RF,15.61
NGVC,13.571
KDP,26.544
PXI,32.025
RHP,78.709
NXR,14.681
TS,24.783
RMD,92.392
SFS,6.264
VEDL,11.066
VIPS,7.482
URBN,32.015
IPHI,38.284
VZA,25.901
LEXEA,40.707
MGA,51.798
WIT,5.468
IGF,42.134
QUOT,10.028
AUY,2.706
NEM,33.291
PGR,65.817
XSPA,0.181
LLNW,2.928
PCG,13.577
NIO,7.3
ALEX,22.633
ING,12.058
MTLS,15.645
ZBH,107.259
CCI,115.61
RING,17.075
UPS,100.769
EWS,23.339
ILF,34.227
EWW,44.172
AMLP,9.876
HSDT,7.259
JRVR,37.919
IBM,133.962
ED,75.913
SMH,95.172
CX,5.266
AGQ,27.76
CLLS,16.547
BPY,17.741
AXSM,8.028
INSG,5.201
COKE,212.159
EWH,24.285
REET,25.931
SNR,5.101
TCDA,20.121
BDSI,4.484
UNFI,13.124
GE,9.071
VMC,102.167
ESTC,82.003
BRK.B,204.313
SLB,44.277
KKR,22.434
JWN,45.955
SPAB,27.978
BHC,24.185
EXK,2.109
MWA,9.592
OILD,27.604
TEVA,19.864
IYJ,141.279
JNK,35.082
BK,52.24
ESGD,60.737
VEA,39.577
PBCT,16.814
FE,38.65
HOLX,44.515
RH,133.7
AEE,67.728
ALLT,6.768
BDX,243.204
BRX,17.027
RBS,6.414
AVID,4.57
PSQ,32.402
BXMT,34.099
STZ,169.011
SKT,22.99
IR,98.012
AUDC,14.548
CP,206.517
ASRV,4.15
SPSB,30.312
CLRO,1.981
VER,8.027
HRS,152.868
LFC,11.94
QD,5.205
GME,11.228
USEG,0.919
BAX,71.014
LYB,87.176
ORI,20.039
MA,201.199
PAM,35.249
WPS,37.781
SWM,31.287
EGI,0.426
CVX,112.44
RTW,2.953
NXEO,9.14
USB-O,24.668
USO,11.41
BYFC,1.362
CATM,28.007
FPRX,11.024
TAIT,1.962
NTRP,4.027
ARES,20.721
AVGR,0.321
SMG,72.296
ZTO,16.97
AVB,190.827
UVXY,59.133
CMA,82.034
SNMP,2.277
CIG,3.697
FDC,24.999
ISBC,11.836
ARNC,18.551
TLGT,1.711
DDD,12.068
TWM,17.096
KEY,16.765
EYES,0.831
KRNY,13.215
CYRN,2.562
JHG,21.616
HES,52.228
SPHS,1.101
CEFL,13.577
IBDP,24.28
AIG,42.393
REMX,14.3
PANW,209.539
WMT,94.883
MYGN,28.059
FL,56.312
EBR,9.79
BCS,8.449
WHR,130.88
SGYP,0.364
EPD,27.485
SAMG,12.704
AL,37.655
ITUB,10.07
RNN,0.629
EWY,64.237
CM,84.271
APPF,59.804
TRV,124.81
HSTM,24.643
CATS,12.414
MLM,180.139
ESND,12.808
TNXP,1.998
TRVG,5.731
ESLT,122.795
AVP,1.926
BBDC,9.815
REZI,20.552
SEE,38.932
VRS,24.685
WY,26.114
MKC.V,122.797
RJF,80.406
OEF,117.191
TSU,15.922
ETM,7.179
QRVO,64.654
ENPH,7.126
MBII,1.423
REGI,28.034
GSBC,53.021
SMHD,16.44
KR,28.116
IT,132.244
VXUS,50.326
LLL,196.754
CARO,34.881
FLS,43.158
CMI,145.51
XNTK,64.41
SGMS,24.433
TTNP,1.213
GWPH,138.635
MDCO,21.309
UBS,13.089
SPDW,28.239
ACWI,68.28
UN,53.885
NICE,108.036
SAN,4.782
EDC,77.037
MIE,9.07
MRO,15.964
TSM,36.576
MNKD,1.199
SNAP,6.414
TCF,22.707
CCK,49.446
OFG,19.65
CAH,48.956
XT,35.614
FTLS,37.996
PTSI,52.469
LW,72.759
DISCA,25.731
DVLU,17.29
STM,15.95
TMDI,3.407
LPI,3.713
CRI,84.112
PVG,7.656
WWD,85.753
BNS,56.421
WFC-O,23.038
HEWJ,29.812
AMOT,41.617
BRS,3.659
QEP,8.394
GLW,33.382
NOC,278.825
OIL,56.334
PDBC,16.224
WMB,26.861
CALM,42.515
CLDR,12.963
HST,18.129
PRU,90.623
WEN,17.32
BAC-L,1290.273
UNG,25.629
EGHT,17.164
RAD,0.835
HFWA,31.296
CPE,8.112
ADXS,0.346
CC,35.598
NITE,13.04
TENX,1.175
VGT,177.543
RGEN,55.03
FLXN,13.938
TPNL,4.618
FIXX,19.537
LOW,94.294
SOGO,6.194
TTM,12.448
RNR,138.237
HIIQ,37.331
MUX,1.781
WFC,49.864
CNA,45.091
ABIO,0.434
SKM,25.597
WUBA,61.129
D,69.312
GT,20.619
XHB,35.564
SFM,24.009
DRIP,10.957
VPU,119.311
SO,47.639
PNC,124.162
TYHT,0.514
NMCI,2.848
WRD,17.133
KBWY,31.845
PAAS,14.414
MMM,196.852
IVV,266.715
ZION,48.283
EQT,19.909
DLPH,17.51
FMX,91.146
ARCT,5.169
PG,94.049
CPRI,42.651
PEI,7.611
ROK,169.853
VEON,2.466
FET,4.895
NDSN,127.808
REFR,2.53
SYY,62.735
BLMN,19.119
PSTG,17.422
NTCT,26.197
CIT,46.497
HBI,14.987
SBAC,178.737
AMN,64.215
