symbol,vwap
BE,9.386
SPY,264.895
CODX,3.202
FSMB,20.14
FXI,42.033
CLDT,20.141
MCHP,79.12
INTC,46.637
UWT,14.105
XME,29.882
GOOGL,1081.617
EXP,71.748
CRON,18.528
KNSA,18.013
CRCM,23.177
OSB,28.747
NOBL,62.673
ONCS,0.843
TSCO,89.898
CPG,2.926
BKD,8.04
JD,24.078
WAT,229.488
DSGX,30.494
FDUSL,25.3
PEGI,21.085
NFEC,7.326
TXMD,4.967
FTNW,2.126
BNO,17.56
MBT,8.314
ARKK,41.556
CVNA,37.505
ZIXI,7.507
ERI,44.664
SINA,57.957
CELG,87.724
GOOG,1071.375
LBTYA,23.583
ORA,55.901
SFIX,23.224
VRTX,185.332
EPHE,34.246
XLP,52.159
HIMX,3.9
MRLN,22.33
GCV,4.912
FNKO,17.037
BOTZ,18.061
BKNG,1817.186
MDY,330.261
AVNW,13.8
BIB,51.104
TROV,0.672
CVGI,7.193
EB,31.052
CENTA,35.08
ICAD,5.34
CHKP,111.324
MOMO,29.45
PDD,29.424
BIOS,3.59
IYR,82.423
OLLI,76.687
XGTI,0.361
VSTO,10.254
PKOH,30.99
TUP,28.347
IYE,34.255
CREG,1.155
DOCU,48.736
EKSO,1.988
LONE,4.911
INDY,33.882
AABA,67.226
MXIM,53.421
UNIT,19.866
LSXMK,39.399
NKTR,42.374
CRNT,4.229
HLIT,5.131
CHEK,4.002
HRZN,11.673
DDM,42.634
BBBY,14.483
TEAM,94.979
CDW,82.102
OKTA,77.97
LFVN,14.372
AMTD,55.269
RESN,3.361
ELGX,0.746
UCO,18.222
FINX,24.92
MT,23.156
SSNC,50.137
HSBC,42.463
XOP,30.425
YUMA,0.111
ARTX,3.438
TOUR,4.455
VALE,12.455
HA,29.832
DNB,144.624
SC,18.32
OSK,73.187
CAMT,6.983
RYTM,26.085
KTOS,15.088
EYEN,3.58
LGND,116.709
SLAB,79.998
TRVN,1.118
PEIX,1.419
TWOU,55.956
AYX,70.008
SSYS,24.017
TLRY,80.015
SWKS,72.731
SKYY,52.298
TWMC,0.631
RYH,189.611
CNQ,26.964
EXAS,85.875
LADR,16.92
CUK,56.102
IOTS,4.824
FIVE,121.948
XLU,53.396
CSX,65.625
REGN,414.853
AGNC,17.974
NVLN,0.93
V,135.945
GDX,21.862
ALRM,62.139
BZUN,34.554
BSTC,64.938
MUC,12.854
AROC,9.482
BEDU,10.222
IGT,15.648
VLGEA,26.668
SGMO,11.278
OBE,0.429
TCPC,14.216
PCSB,20.405
PTCT,29.347
ERY,48.095
ERX,19.622
XLE,62.815
STIM,16.472
PLUG,1.398
LFUS,175.579
JMEI,2.567
CHTR,289.638
STAA,34.073
JAZZ,125.936
RVLT,0.669
KHC,46.851
AVEO,1.748
MIME,34.71
ZBRA,170.101
ALDR,12.716
TLT,120.831
EIGI,7.9
BBL,43.933
CDNA,26.522
YNDX,32.789
DIA,248.451
OIIM,1.51
IJH,181.543
PFG,47.368
PUB,29.45
HNRG,5.603
XLK,65.387
SDS,38.129
DTEA,1.495
GTHX,20.799
ATLO,25.304
ANTM,299.443
UBIO,26.263
CDK,49.845
GM,38.37
EWZ,43.827
MB,36.379
VWO,40.685
SAP,101.534
OLN,23.654
XLB,53.835
JOBS,66.395
NYMT,6.215
SSRM,13.204
ENFC,23.486
TSLA,301.148
TECS,22.909
SDG,56.437
CSBR,10.881
EZU,37.18
PII,82.858
PEP,110.062
VOO,243.574
OMER,12.968
TIPT,5.81
DFEN,40.749
TCMD,66.075
ACIU,3.643
VBIV,1.64
SLVO,7.056
VGIT,63.387
TLP,40.83
OPP,16.77
OHI,39.268
XLRE,33.846
BTX,1.504
TVIX,46.204
XLY,106.782
LAUR,15.74
CBPO,78.737
XBIT,6.472
ZS,45.474
DEUR,29.719
HUYA,20.137
XLNX,111.385
LPLA,69.498
EMB,107.155
CLCT,13.639
GLOP,22.541
KRYS,22.46
HQY,62.813
OPK,3.626
ARNA,44.203
NYCB,11.178
FC,23.868
HYRE,4.499
SIG,24.249
GRVY,38.31
JE,3.726
RBZ,1.417
CULP,18.166
FBIO,1.556
LOGI,36.008
CTRP,31.917
RDS.A,59.465
SNY,42.405
TEF,8.637
URGN,40.57
JNUG,10.451
HALL,9.663
MLNX,86.161
TUES,1.883
ROKU,43.508
EVOP,25.226
GRPN,3.643
DLS,64.26
PAYX,70.133
TTOO,3.515
ARAV,3.75
DOMO,25.373
CGNX,43.502
ERIC,8.798
SEND,49.18
RRTS,0.485
QQQX,21.437
KVHI,10.825
IBB,106.549
SPN,3.743
RFIL,8.257
TWTR,31.912
CBAT,1.091
UCBI,26.123
VREX,28.059
GSVC,5.666
UGAZ,38.606
PETX,4.229
CY,13.763
NXPI,86.335
COHR,109.981
XLV,88.704
PYPL,91.399
WPP,57.802
BTG,3.022
CTXS,101.268
TELL,9.546
AVGO,269.845
SAM,243.79
RKDA,3.609
TROW,87.919
SPLK,120.509
EARS,0.426
TGTX,4.199
CPTA,8.235
MITK,10.808
UAA,20.94
MDB,87.961
SDLP,1.044
ADI,97.645
ABMD,329.54
PGNX,4.493
STLD,36.483
NBN,19.933
CRZO,11.815
EAGL,10.21
P,8.484
SESN,0.733
ILMN,274.56
BNDX,54.69
SIEN,11.123
GSIT,7.771
MRCY,57.115
WHLR,1.578
COST,210.106
BLUE,126.118
NCNA,12.045
VUZI,4.103
GRTS,13.288
ALGN,217.404
ARCE,24.926
FB,146.724
PDLI,3.136
SNE,48.496
MTP,0.123
HIHO,3.0
UCFC,9.366
CSCO,46.055
FBSS,19.25
FTR,1.878
AXTI,3.963
ASLN,3.663
TPVG,12.545
OILU,21.256
CLDC,1.229
BABA,163.988
SAFM,122.178
GRFS,18.608
PHII,3.388
SIRI,5.891
TME,15.027
IGLD,0.618
MIXT,15.633
NTGN,4.616
SCYX,0.706
SPWR,5.593
CZR,8.974
NGG,53.763
NTNX,49.83
CFMS,0.553
SAEX,3.963
NOK,6.488
LULU,149.332
AMGN,182.927
PTN,0.675
CSIQ,20.697
PLPC,55.44
RDS.B,60.649
SQQQ,13.704
MGTX,9.283
CIO,11.343
CNAT,2.174
OTIC,2.02
GRMN,68.61
IPCI,0.34
NVUS,2.929
SSO,103.383
SVXY,46.383
SPXU,38.696
SPXL,38.576
SPXS,25.715
SH,29.596
SDOW,15.68
MCHI,57.805
WDAY,168.718
GERN,1.032
INSY,3.455
BHF,36.611
BKYI,1.415
PRAH,103.098
BSMX,7.382
LRCX,169.007
PCAR,63.959
ISRG,495.96
CMRX,2.266
GRNQ,3.2
NVTR,13.911
ARCW,0.998
CHFC,45.211
FOLD,11.348
ORLY,342.029
DGRW,40.017
BPRN,29.843
SIMO,37.831
NBEV,7.175
SLX,39.17
FHB,26.404
INSE,6.753
IWB,147.411
ATRO,30.671
YORW,32.59
INVA,20.179
ACRX,2.404
SMBC,34.259
MIK,14.022
AQ,8.704
PI,14.404
INTU,211.135
AROW,31.45
EVLV,0.591
LTRPA,16.15
SRTS,7.695
X,22.082
TEUM,2.468
EIGR,13.716
GNTX,21.216
QSR,62.217
GALT,4.975
PYDS,2.394
IWF,139.26
AFL,47.165
TXN,101.014
CPL,16.983
FCX,11.017
WELL,76.332
NTR,51.836
PHG,37.71
JNJ,130.857
ERIE,143.724
RELX,21.921
TOT,53.704
CMSSW,0.23
TTWO,101.759
PAVM,1.01
RGSE,0.512
SND,2.552
TOPS,0.936
PETZ,0.579
VRSN,165.437
EXPO,48.991
SXTC,6.388
LILA,15.966
CARA,14.791
STI,61.176
WATT,7.371
WDC,42.9
IEMG,50.473
RTIX,4.35
ESGRP,25.157
DFS,66.98
NVCN,0.735
JBLU,18.179
AMP,118.44
GPRO,4.912
CLXT,12.369
IONS,54.284
GD,166.484
FLXS,24.726
MKGI,2.387
HYGS,7.379
EQNR,22.422
VNQI,56.814
WPM,20.17
AAXN,48.673
DUST,20.268
SUNW,0.38
EZPW,9.201
DJP,22.527
NBIX,85.522
CLSD,1.122
MELI,355.563
VIXY,31.509
MRVL,18.333
CWCO,12.664
IDTI,48.77
PDVW,38.469
ALV,77.227
HLT,73.965
CVLT,64.3
MMS,68.372
DBX,23.552
RARX,20.061
VSTM,3.103
CLDX,0.365
APDNW,0.019
AMRN,16.835
OPI,32.215
RWLK,0.274
GOGL,5.005
SCPH,3.881
HONE,15.238
CBLK,15.462
KOPN,1.279
IRTC,83.327
CAT,127.146
SPRO,9.422
SGEN,72.97
QID,41.858
MDGL,110.207
PBR.A,13.725
UGP,15.174
ADES,11.505
LVS,56.959
WIX,105.249
URA,12.636
EQIX,382.481
GOL,12.957
LC,3.038
CSQ,11.65
ABEV,4.738
DFJ,67.356
XOM,71.8
PM,74.844
ENB,36.463
OTLKW,0.261
HCHC,3.312
GS,200.331
EVBN,34.25
MOFG,27.755
GDXJ,31.805
CSTE,14.941
SMMT,1.365
EXPD,68.514
MNGA,0.236
AMX,15.712
BTAI,5.559
APPN,31.55
KEYW,6.983
ALB,78.88
DBVT,6.432
ZYNE,5.021
SMBK,19.31
CALA,4.243
HMSY,28.447
LNC,57.508
EUFN,18.162
AAL,36.406
CUTR,13.718
TAL,30.563
IPAR,66.716
VOD,17.822
NVAX,2.209
STAF,2.386
MKSI,81.305
MCHX,4.0
DMRC,19.178
OPINI,24.18
MESO,4.578
HBMD,13.926
DRE,29.776
TIS,1.13
INDA,31.862
IPGP,129.405
PCMI,20.893
WYNN,118.152
USB,50.968
SP,32.856
SLGN,26.865
PTX,0.446
FBMS,31.884
WASH,51.697
USCI,38.735
NVMI,24.269
NRZ,16.802
ON,19.61
REG,64.537
GNE,8.847
LECO,86.102
PDCO,22.084
SCO,20.588
IZEA,1.675
DRQ,37.144
HSGX,0.133
NEWM,13.58
COUP,78.86
HOLI,19.916
BIDU,166.178
NTGR,38.058
ACET,1.197
LANC,156.879
CASY,129.545
GPOR,8.471
SGU,9.068
IMGN,4.844
IGSB,52.084
VIV,12.884
CVS,66.094
BGNE,122.462
FRPT,36.253
EGLE,4.094
AMAT,38.82
NRIM,32.472
MBIN,21.022
CMTA,13.095
UXIN,3.476
ZG,32.916
ATVI,45.821
ALXN,118.485
CCMP,101.34
OLED,102.502
HZN,1.879
BIOC,1.819
MO,46.4
CVCY,19.935
MJ,33.656
AKG,0.745
AA,29.062
QTT,9.454
EHTH,57.012
FRPH,49.527
BVN,15.523
TECH,165.058
JVA,5.864
LGIH,59.742
VIAB,28.381
WP,83.067
RTRX,20.501
FDN,127.853
ECL,155.609
VERU,1.494
ACN,152.186
BAC,29.214
JPM,104.173
YY,67.356
KINS,16.29
HURC,37.17
MDRX,11.7
WPC,73.933
BSRR,27.005
QDEL,55.484
INFN,4.355
IUSG,55.4
MRNS,3.07
CTIC,1.069
CQP,40.438
BATRK,26.681
NCLH,49.925
DWT,9.157
BATRA,26.783
SCCO,33.175
PVH,107.914
FSLR,50.631
ACHN,2.099
AFIN,12.937
GLUU,9.414
NEOS,2.118
CEPU,10.025
FTNT,73.638
NEO,16.627
CGIX,0.246
TECL,97.072
VERI,5.411
ACAD,22.365
SFST,37.149
NAVB,0.13
WEC,70.849
III,4.156
CIDM,1.002
QCRH,34.243
NWPX,22.094
WIN,2.889
CONN,21.162
TMUS,67.538
AXO,25.15
FWRD,58.143
PSA,211.157
FBIZ,20.647
JAGX,0.251
EBMT,17.35
ANAT,137.548
UMBF,64.856
FANG,101.157
DRYS,5.17
HON,141.588
ANET,206.674
FISV,84.531
DSLV,25.856
FIZZ,83.012
CLRB,1.96
CHK,2.859
RUN,12.333
PLAN,29.898
EHC,67.579
ITW,134.321
CHD,63.755
ORCL,49.958
T,29.292
SPR,82.451
ALSN,48.782
FAST,59.68
TIF,87.248
ATNM,0.546
MRK,73.348
WKHS,0.884
LIVN,88.611
CRUS,37.923
LBRDA,74.95
MNTX,6.995
NH,0.574
ZAYO,26.619
SCHW,47.089
CHUY,21.674
EVBG,59.624
RAND,3.113
CTXR,0.999
MET,44.584
UTX,118.013
GFN,9.145
GHDX,72.559
GBCI,42.603
FOXF,59.291
LASR,18.523
LIT,28.183
KTF,10.905
APTO,1.988
CDXC,3.247
MTDR,19.242
CACC,406.14
FBP,10.565
DLTH,23.012
IWD,117.911
AAWW,50.856
RP,54.057
ZN,0.482
CMP,51.404
NSC,166.588
KEM,20.621
VRNS,57.163
AVAV,74.798
FRC,96.369
KMB,108.347
AKAO,1.683
NATI,41.575
MTCH,52.314
DNBF,34.864
RGLD,84.667
MANT,54.654
MERC,14.479
RPD,37.091
WDFC,178.414
INSM,24.213
MACK,5.273
HABT,10.305
XNET,3.402
SONA,15.027
CMTL,24.754
SLM,10.748
UFPT,32.352
ABDC,7.002
WCG,274.974
AZUL,28.43
SAIL,27.482
USMV,54.626
FOX,48.631
AWSM,2.786
ETN,71.433
RY,75.545
CDXS,17.395
NYMTN,22.5
TGA,1.77
INOV,13.837
WM,94.379
AIPT,1.036
ABEO,6.497
RGNX,42.282
DRH,10.073
VWOB,76.39
MNR,13.524
LSXMA,39.22
SPSC,86.224
APU,30.05
COF,79.593
LPSN,22.506
BCRX,8.646
FITB,27.214
APC,46.872
SIX,61.338
VYGR,10.405
HASI,22.439
AG,5.803
EC,18.034
WB,58.328
MTL,2.409
DK,30.756
KGC,3.257
SCHL,41.173
INO,4.748
BLDP,3.576
AMKR,7.85
ZLAB,26.915
CRMD,1.848
CGC,48.414
CWH,13.902
PACB,6.9
ORGO,14.198
BSGM,4.304
TDOC,61.193
OCX,5.289
DNLI,18.825
ARPO,4.093
IPWR,0.37
LBRDK,75.225
OPNT,14.761
DE,161.316
SANM,31.592
EMN,81.371
JCI,32.762
FLKS,0.312
UHAL,359.197
BMY,48.515
HDB,95.533
GIL,33.804
AIMT,22.062
H,68.992
ONTX,2.308
GV,2.721
PRFT,24.882
DMLP,16.56
HMNY,0.011
MRTX,62.72
ESV,4.557
DG,115.067
IXN,153.168
AMTB,13.861
HWBK,23.0
CID,31.72
JPHF,24.52
EBAYL,26.095
DLN,88.837
PETS,22.603
UPRO,40.819
SPOT,135.807
CLFD,12.054
CRBP,6.929
OZK,31.6
CFG,34.682
TEL,78.949
VTI,135.974
GBT,45.514
ERUS,34.518
ORC,6.956
TMHC,18.381
OR,9.536
EPI,23.48
HTZ,16.07
TLC,6.424
CHGG,34.594
ATHN,134.459
CPST,0.854
GOOS,49.306
TBT,35.572
RSG,75.968
MDLZ,43.579
FGM,41.82
OPESW,0.241
NNBR,8.912
TORC,8.252
E,33.42
AZPN,94.971
CINF,79.265
ARAY,4.404
F,8.566
JKL,137.426
GLBS,3.401
KIM,17.397
OTEX,34.933
VSM,37.119
SQBG,1.039
AMRS,2.74
AST,1.069
SLS,1.412
GRUB,78.668
MS,42.22
TD,55.82
PULM,0.18
QLD,74.846
TJX,48.83
DHI,36.665
DERM,6.545
SBS,11.522
FEZ,35.012
GLG,1.589
HBM,5.802
GLOB,68.639
RHT,176.14
DVAX,10.817
RYAAY,70.063
ARQL,3.409
EOLS,15.589
ROLL,135.343
VEEV,106.894
JDST,41.877
EDIT,20.98
SHW,404.301
MDT,86.537
MEOH,56.769
UNM,33.625
EMLP,23.288
COP,65.454
NUGT,19.116
KL,30.535
AGS,24.593
ALLY,26.375
CB,131.401
CBU,60.263
CTB,33.917
BND,79.563
MEDP,62.443
IXUS,56.006
ES,67.461
XEL,50.894
BX,32.974
C,63.192
ENZL,47.736
CRM,146.759
BPFH,11.713
UAE,14.1
QAT,19.207
EW,166.991
ENTG,33.361
EQR,72.229
PEN,138.927
NBR-A,23.363
FAS,56.792
FAZ,10.546
TECK,23.485
ANCX,24.212
KIN,9.897
OKE,64.076
ONEQ,277.854
VIVO,16.014
IYF,115.483
HYG,84.433
VAR,131.13
VCLT,87.219
ZNH,35.56
AKS,2.752
DIS,109.465
EWJ,53.764
NKE,80.294
SELB,1.649
JNCE,3.855
BCLI,3.688
INGN,147.343
L,47.612
PTE,17.811
FIX,47.185
SDIV,19.003
PKE,22.428
IJR,75.442
BST,29.904
TAOP,1.105
HL,2.593
RUBY,13.623
LXFT,57.682
HRL,41.745
LOVE,23.467
M,25.54
NVO,46.784
XYL,70.399
OPTT,0.301
NMM,1.027
FTS,35.294
ASRT,4.196
CVGW,81.825
VHI,3.226
EWQ,27.852
STML,10.707
TAN,22.31
SWN,4.519
DAL,48.976
NANO,30.65
ROCK,35.03
TCBK,36.576
MODN,14.276
AR,10.307
AXE,60.1
CFXA,115.487
ALG,86.736
HCP,30.817
MGM,28.516
NEP,41.768
BDXA,60.792
AMPE,0.491
MTN,186.024
MTRN,47.067
NUW,15.847
QTS,41.554
THR,22.965
PFGC,34.189
TRQ,1.648
WLKP,23.388
CRH,28.764
HEDJ,60.147
GLPG,101.356
EWL,33.091
OIH,16.808
NVS,85.474
PPBI,29.74
KEN,16.72
VNCE,12.0
OGE,40.233
JBL,25.895
BYD,26.415
ENDP,9.466
ACOR,15.847
LM,28.582
FFBC,26.311
TZA,11.507
UDOW,85.434
SYK,177.052
BOKF,84.561
PRIM,19.706
FSS,21.484
ALDX,8.47
AGN,143.408
AKRX,4.128
ARWR,13.379
GTN,16.082
CREX,2.543
GNL,19.822
CEI,0.461
FMBH,32.552
CTK,11.327
CLNE,1.888
VKTX,8.017
SHV,110.521
GNW,4.676
DB,9.197
EWT,32.323
CXSE,66.868
GH,39.563
RUSL,40.234
MSF,17.349
BURL,168.551
STWD,21.637
MMLP,13.442
BR,99.636
IVC,5.123
KNX,32.324
GG,10.84
BGG,12.359
TUR,28.318
WTW,32.295
UEIC,27.162
BBW,4.905
KALA,5.299
RDFN,17.514
AZRX,2.01
CLF,10.448
ADRO,2.42
FLIR,47.201
CQQQ,43.516
AER,47.703
NTAP,62.91
NAVG,69.747
OMAB,44.285
ABBV,77.613
AEMD,1.324
ATIS,0.311
CSWC,21.601
AXNX,14.324
APDN,0.475
PFE,41.107
ATRS,2.984
MKTX,212.411
GROW,1.254
INPX,2.184
NAT,2.041
FOSL,17.3
BLK,404.394
ETFC,46.364
EL,132.725
DGAZ,89.689
RHI,63.81
CBIO,8.227
PODD,76.339
TYME,2.683
GPN,111.904
BRZU,36.772
BNFT,53.957
SSL,30.476
WTI,5.065
PIR,0.891
ODP,2.938
KO,47.511
RILYH,25.563
RIG,8.531
KMI,18.0
MPW,17.868
CHMI,18.524
OPHT,1.277
RCL,118.55
WK,38.991
GILT,8.993
EMR,64.392
SHY,83.648
AT,2.463
ALL,86.531
AWK,93.364
NVEC,93.842
DWDP,58.871
CCJ,11.947
CIM,18.921
BSX,37.147
ELY,15.918
MNST,55.598
HEAR,14.388
FHN,14.884
EWP,28.578
HCA,137.928
CJJD,2.09
ICE,75.423
K,58.342
LEN,45.511
O,67.241
IAE,8.95
MLSS,0.396
JNPR,25.6
CTRV,0.327
SAR,23.162
RF,15.579
NGVC,13.677
KDP,26.517
PXI,31.942
RHP,78.563
NXR,14.679
TS,24.783
RMD,92.081
SFS,6.31
VEDL,11.036
VIPS,7.489
URBN,31.959
IPHI,38.361
VZA,25.9
LEXEA,40.655
MGA,51.618
WIT,5.456
IGF,42.132
QUOT,10.103
AUY,2.716
NEM,33.296
PGR,65.695
XSPA,0.181
LLNW,2.917
PCG,13.636
NIO,7.225
ALEX,22.638
ING,12.046
MTLS,15.458
ZBH,106.815
CCI,115.564
RING,17.072
UPS,100.735
EWS,23.336
ILF,34.242
EWW,44.3
AMLP,9.852
HSDT,7.201
JRVR,37.841
IBM,133.899
ED,75.979
SMH,95.158
CX,5.259
AGQ,27.763
CLLS,16.6
BPY,17.732
AXSM,7.994
INSG,5.192
COKE,212.154
EWH,24.282
REET,25.882
SNR,5.071
TCDA,19.976
BDSI,4.493
UNFI,13.065
GE,9.036
VMC,102.385
ESTC,81.857
BRK.B,203.844
SLB,44.2
KKR,22.47
JWN,45.944
SPAB,27.97
BHC,24.239
EXK,2.11
MWA,9.625
OILD,27.894
TEVA,19.875
IYJ,141.086
JNK,35.074
BK,52.167
ESGD,60.731
VEA,39.545
PBCT,16.818
FE,38.669
HOLX,44.492
RH,133.687
AEE,67.725
ALLT,6.78
BDX,242.844
BRX,17.026
RBS,6.409
AVID,4.552
PSQ,32.424
BXMT,34.078
STZ,168.718
SKT,22.927
IR,97.579
AUDC,14.497
CP,206.421
ASRV,4.15
SPSB,30.309
CLRO,1.997
VER,8.031
HRS,152.412
LFC,11.948
QD,5.162
GME,11.235
USEG,0.919
BAX,70.674
LYB,86.941
ORI,19.984
MA,200.711
PAM,35.25
WPS,37.781
SWM,31.224
EGI,0.426
CVX,112.406
RTW,2.934
NXEO,9.134
USB-O,24.42
USO,11.394
BYFC,1.362
CATM,27.999
FPRX,11.012
TAIT,1.938
NTRP,3.994
ARES,20.719
AVGR,0.321
SMG,72.564
ZTO,16.955
AVB,190.567
UVXY,59.42
CMA,81.995
SNMP,2.27
CIG,3.696
FDC,25.047
ISBC,11.832
ARNC,18.506
TLGT,1.707
DDD,12.073
TWM,17.119
KEY,16.747
EYES,0.829
KRNY,13.223
CYRN,2.562
JHG,21.593
HES,51.971
SPHS,1.098
CEFL,13.572
IBDP,24.28
AIG,42.332
REMX,14.296
PANW,208.829
WMT,94.983
MYGN,27.902
FL,56.478
EBR,9.774
BCS,8.448
WHR,131.127
SGYP,0.393
EPD,27.458
SAMG,12.676
AL,37.607
ITUB,10.085
RNN,0.628
EWY,64.167
CM,84.331
APPF,59.64
TRV,124.486
HSTM,24.646
CATS,12.759
MLM,180.536
ESND,12.808
TNXP,1.999
TRVG,5.734
ESLT,122.486
AVP,1.927
BBDC,9.794
REZI,20.338
SEE,38.825
VRS,24.686
WY,26.118
MKC.V,122.797
RJF,80.424
OEF,117.067
TSU,15.941
ETM,7.163
QRVO,64.635
ENPH,7.126
MBII,1.423
REGI,27.994
GSBC,53.028
SMHD,16.439
KR,28.053
IT,132.237
VXUS,50.288
LLL,196.08
CARO,34.92
FLS,43.018
CMI,145.168
XNTK,64.45
SGMS,24.47
TTNP,1.214
GWPH,137.438
MDCO,21.245
UBS,13.085
SPDW,28.219
ACWI,68.225
UN,53.876
NICE,107.909
SAN,4.779
EDC,77.002
MIE,9.034
MRO,15.971
TSM,36.548
MNKD,1.183
SNAP,6.417
TCF,22.801
CCK,49.396
OFG,19.704
CAH,49.033
XT,35.566
FTLS,37.992
PTSI,51.07
LW,72.75
DISCA,25.517
DVLU,17.291
STM,15.979
TMDI,3.393
LPI,3.679
CRI,84.085
PVG,7.663
WWD,85.683
BNS,56.419
WFC-O,23.038
HEWJ,29.8
AMOT,41.643
BRS,3.666
QEP,8.331
GLW,33.365
NOC,278.305
OIL,56.031
PDBC,16.206
WMB,26.814
CALM,42.422
CLDR,12.954
HST,18.112
PRU,90.402
WEN,17.35
BAC-L,1290.273
UNG,25.565
EGHT,17.022
RAD,0.835
HFWA,31.264
CPE,8.076
ADXS,0.348
CC,35.55
NITE,13.051
TENX,1.179
VGT,177.197
RGEN,54.852
FLXN,13.857
TPNL,4.664
FIXX,19.37
LOW,94.131
SOGO,6.199
TTM,12.438
RNR,138.367
HIIQ,36.978
MUX,1.793
WFC,49.782
CNA,44.967
ABIO,0.431
SKM,25.634
WUBA,61.186
D,69.294
GT,20.51
XHB,35.582
SFM,24.057
DRIP,11.044
VPU,119.214
SO,47.645
PNC,124.03
TYHT,0.533
NMCI,2.855
WRD,17.118
KBWY,31.823
PAAS,14.42
MMM,196.133
IVV,266.455
ZION,48.22
EQT,19.901
DLPH,17.466
FMX,91.518
ARCT,5.179
PG,93.906
CPRI,42.713
PEI,7.619
ROK,170.073
VEON,2.481
FET,4.893
NDSN,127.732
REFR,2.543
SYY,62.674
BLMN,19.188
PSTG,17.399
NTCT,26.004
CIT,46.288
HBI,15.056
SBAC,178.832
AMN,64.159
