symbol,vwap
BNO,17.576
MBT,8.374
ARKK,41.561
CVNA,37.509
ZIXI,7.509
ERI,44.652
SINA,57.627
CELG,87.692
GOOG,1071.352
LBTYA,23.534
ORA,55.921
SFIX,23.223
VRTX,185.434
EPHE,34.24
XLP,52.195
HIMX,3.897
MRLN,22.237
GCV,4.912
FNKO,16.996
BOTZ,18.07
BKNG,1816.552
MDY,330.427
AVNW,13.787
BIB,51.11
TROV,0.673
CVGI,7.227
EB,31.049
CENTA,35.047
ICAD,5.354
CHKP,111.283
MOMO,29.412
PDD,29.402
BIOS,3.589
IYR,82.465
OLLI,76.732
XGTI,0.361
VSTO,10.252
PKOH,30.965
TUP,28.131
IYE,34.293
CREG,1.152
DOCU,48.672
EKSO,1.976
LONE,4.892
INDY,33.888
AABA,67.224
MXIM,53.313
UNIT,19.864
LSXMK,39.426
NKTR,42.387
CRNT,4.228
HLIT,5.14
CHEK,3.841
HRZN,11.723
DDM,42.682
BBBY,14.504
TEAM,94.9
CDW,82.215
OKTA,78.027
LFVN,14.448
AMTD,55.323
RESN,3.348
ELGX,0.746
UCO,18.271
FINX,24.906
MT,23.158
SSNC,50.148
HSBC,42.472
XOP,30.464
YUMA,0.114
ARTX,3.451
TOUR,4.42
VALE,12.452
HA,29.918
DNB,144.621
SC,18.48
OSK,73.284
CAMT,6.984
RYTM,25.989
KTOS,15.104
EYEN,3.539
LGND,116.662
SLAB,78.368
TRVN,1.125
PEIX,1.417
TWOU,55.877
AYX,69.952
SSYS,24.024
TLRY,79.981
SWKS,72.662
SKYY,52.302
TWMC,0.633
RYH,189.699
CNQ,27.005
EXAS,85.955
LADR,16.953
CUK,56.121
IOTS,4.832
FIVE,121.955
XLU,53.407
CSX,65.735
REGN,414.775
AGNC,17.979
NVLN,0.931
V,136.138
GDX,21.88
ALRM,62.052
BZUN,34.407
BSTC,64.696
MUC,12.851
AROC,9.499
BEDU,10.174
IGT,15.656
VLGEA,26.668
SGMO,11.285
OBE,0.429
TCPC,14.237
PCSB,20.394
PTCT,29.424
ERY,47.953
ERX,19.653
XLE,62.863
STIM,16.6
PLUG,1.398
LFUS,174.983
JMEI,2.577
CHTR,289.75
STAA,34.036
JAZZ,125.878
RVLT,0.633
KHC,46.844
AVEO,1.749
MIME,34.997
ZBRA,170.39
ALDR,12.767
TLT,120.807
EIGI,7.956
BBL,43.919
CDNA,26.48
YNDX,32.823
DIA,248.661
OIIM,1.51
IJH,181.67
PFG,47.434
PUB,29.47
HNRG,5.611
XLK,65.452
SDS,38.064
DTEA,1.496
GTHX,20.83
ATLO,25.304
ANTM,299.775
UBIO,26.267
CDK,49.564
GM,38.448
EWZ,43.791
MB,36.395
VWO,40.698
SAP,101.541
OLN,23.683
XLB,53.849
JOBS,66.426
NYMT,6.237
SSRM,13.263
ENFC,23.436
TSLA,300.946
TECS,22.756
SDG,56.378
CSBR,11.132
EZU,37.199
PII,82.979
PEP,110.127
VOO,244.104
OMER,12.954
TIPT,5.843
DFEN,40.855
TCMD,66.088
ACIU,3.782
VBIV,1.639
SLVO,7.056
VGIT,63.385
TLP,40.831
OPP,16.849
OHI,39.369
XLRE,33.862
BTX,1.492
TVIX,46.058
XLY,106.808
LAUR,15.731
CBPO,78.471
XBIT,6.48
ZS,45.455
DEUR,29.717
HUYA,20.157
XLNX,111.26
LPLA,69.595
EMB,107.167
CLCT,13.537
GLOP,22.558
KRYS,21.761
HQY,62.811
OPK,3.629
ARNA,44.192
NYCB,11.195
FC,23.87
HYRE,4.511
SIG,24.254
GRVY,38.266
JE,3.726
RBZ,1.413
CULP,18.166
FBIO,1.555
LOGI,35.974
CTRP,31.927
RDS.A,59.464
SNY,42.43
TEF,8.641
URGN,40.565
JNUG,10.454
HALL,9.654
MLNX,86.183
TUES,1.881
ROKU,43.608
EVOP,25.204
GRPN,3.641
DLS,64.312
PAYX,70.229
TTOO,3.485
ARAV,3.75
DOMO,25.432
CGNX,43.523
ERIC,8.808
SEND,49.176
RRTS,0.486
QQQX,21.443
KVHI,10.859
IBB,106.623
SPN,3.748
RFIL,8.206
TWTR,31.842
CBAT,1.093
UCBI,26.133
VREX,28.037
GSVC,5.661
UGAZ,38.749
PETX,4.259
CY,13.761
NXPI,86.318
COHR,110.953
XLV,88.776
PYPL,91.518
WPP,57.714
BTG,3.023
CTXS,101.243
TELL,9.581
AVGO,269.826
SAM,244.237
RKDA,3.609
TROW,87.87
SPLK,120.674
EARS,0.426
TGTX,4.194
CPTA,8.245
MITK,10.781
UAA,20.932
MDB,88.034
SDLP,1.047
ADI,97.66
ABMD,330.494
PGNX,4.487
STLD,36.474
NBN,19.959
CRZO,11.871
EAGL,10.21
P,8.474
SESN,0.731
ILMN,274.255
BNDX,54.688
SIEN,11.123
GSIT,7.79
MRCY,57.649
WHLR,1.579
COST,210.242
BLUE,126.669
NCNA,12.049
VUZI,4.072
GRTS,13.076
ALGN,219.322
ARCE,25.13
FB,146.91
PDLI,3.157
SNE,48.502
MTP,0.122
HIHO,2.977
UCFC,9.366
CSCO,46.115
FBSS,19.25
FTR,1.88
AXTI,3.964
ASLN,3.522
TPVG,12.565
OILU,21.322
CLDC,1.228
BABA,163.986
SAFM,122.532
GRFS,18.612
PHII,3.399
SIRI,5.888
TME,14.98
IGLD,0.592
MIXT,15.665
NTGN,4.545
SCYX,0.708
SPWR,5.597
CZR,8.984
NGG,53.757
NTNX,49.872
CFMS,0.553
SAEX,4.021
NOK,6.489
LULU,149.433
AMGN,182.794
PTN,0.675
CSIQ,20.749
PLPC,55.421
RDS.B,60.644
SQQQ,13.666
MGTX,9.283
CIO,11.381
CNAT,2.185
OTIC,2.0
GRMN,68.634
IPCI,0.341
NVUS,2.934
SSO,103.645
SVXY,46.437
SPXU,38.649
SPXL,38.613
SPXS,25.635
SH,29.57
SDOW,15.65
MCHI,57.795
WDAY,168.897
GERN,1.032
INSY,3.44
BHF,36.672
BKYI,1.413
PRAH,103.243
BSMX,7.385
LRCX,169.015
PCAR,64.061
ISRG,496.184
CMRX,2.276
GRNQ,3.2
NVTR,13.931
ARCW,0.998
CHFC,45.107
FOLD,11.301
ORLY,342.578
DGRW,40.125
BPRN,29.827
SIMO,38.195
NBEV,7.209
SLX,39.159
FHB,26.374
INSE,6.753
IWB,147.542
ATRO,30.693
YORW,32.524
INVA,20.201
ACRX,2.4
SMBC,34.267
MIK,13.969
AQ,8.705
PI,14.444
INTU,211.482
AROW,30.85
EVLV,0.583
LTRPA,16.155
SRTS,7.66
X,22.105
TEUM,2.462
EIGR,13.753
GNTX,21.341
QSR,62.184
GALT,4.959
PYDS,2.422
IWF,139.337
AFL,47.2
TXN,100.932
CPL,17.027
FCX,11.043
WELL,76.503
NTR,51.933
PHG,37.728
JNJ,131.007
ERIE,144.024
RELX,21.917
TOT,53.72
CMSSW,0.23
TTWO,101.734
PAVM,1.01
RGSE,0.512
SND,2.547
TOPS,0.938
PETZ,0.618
VRSN,165.53
EXPO,49.083
SXTC,6.938
LILA,15.965
CARA,14.821
STI,61.233
WATT,7.365
WDC,42.85
IEMG,50.486
RTIX,4.348
ESGRP,25.162
DFS,67.134
NVCN,0.737
JBLU,18.217
AMP,118.621
GPRO,4.901
CLXT,12.409
IONS,54.428
GD,166.985
FLXS,24.712
MKGI,2.386
HYGS,7.369
EQNR,22.425
VNQI,56.836
WPM,20.193
AAXN,48.679
DUST,20.236
SUNW,0.38
EZPW,9.216
DJP,22.534
NBIX,85.74
CLSD,1.123
MELI,357.58
VIXY,31.438
MRVL,18.327
CWCO,12.671
IDTI,48.772
PDVW,38.444
ALV,77.347
HLT,73.933
CVLT,64.361
MMS,68.406
DBX,23.536
RARX,19.973
VSTM,3.108
CLDX,0.369
APDNW,0.019
AMRN,16.878
OPI,32.287
RWLK,0.275
GOGL,5.011
SCPH,3.882
HONE,15.197
CBLK,15.462
KOPN,1.279
IRTC,83.392
CAT,127.548
SPRO,9.364
SGEN,73.071
QID,41.809
MDGL,110.063
PBR.A,13.723
UGP,15.117
ADES,11.511
LVS,57.319
WIX,105.39
URA,12.632
EQIX,382.667
GOL,12.93
LC,3.047
CSQ,11.655
ABEV,4.736
DFJ,67.356
XOM,71.866
PM,74.858
ENB,36.474
OTLKW,0.256
HCHC,3.322
GS,200.638
EVBN,34.25
MOFG,27.743
GDXJ,31.812
CSTE,14.906
SMMT,1.353
EXPD,68.616
MNGA,0.236
AMX,15.687
BTAI,5.559
APPN,31.569
KEYW,6.98
ALB,79.035
DBVT,6.432
ZYNE,5.038
SMBK,19.306
CALA,4.249
HMSY,28.597
LNC,57.589
EUFN,18.169
AAL,36.399
CUTR,13.753
TAL,30.5
IPAR,66.77
VOD,17.827
NVAX,2.213
STAF,2.357
MKSI,81.323
MCHX,3.989
DMRC,19.254
OPINI,24.183
MESO,4.571
HBMD,13.613
DRE,29.828
TIS,1.127
INDA,31.863
IPGP,129.48
PCMI,20.961
WYNN,118.823
USB,50.997
SP,32.841
SLGN,27.062
PTX,0.446
FBMS,31.893
WASH,51.682
USCI,38.736
NVMI,24.27
NRZ,16.812
ON,19.615
REG,64.683
GNE,8.831
LECO,86.176
PDCO,22.106
SCO,20.498
IZEA,1.669
DRQ,37.198
HSGX,0.134
NEWM,13.627
COUP,78.991
HOLI,20.017
BIDU,166.398
NTGR,38.078
ACET,1.196
LANC,156.957
CASY,129.252
GPOR,8.481
SGU,9.074
IMGN,4.854
IGSB,52.082
VIV,12.879
CVS,66.14
BGNE,122.555
FRPT,36.156
EGLE,4.054
AMAT,38.806
NRIM,32.663
MBIN,21.023
CMTA,13.084
UXIN,3.464
ZG,32.866
ATVI,45.754
ALXN,118.599
CCMP,101.08
OLED,102.447
HZN,1.946
BIOC,1.809
MO,46.568
CVCY,19.83
MJ,33.73
AKG,0.745
AA,29.116
QTT,9.463
EHTH,57.234
FRPH,49.528
BVN,15.538
TECH,165.223
JVA,5.838
LGIH,59.594
VIAB,28.391
WP,83.286
RTRX,20.54
FDN,127.871
ECL,155.661
VERU,1.487
ACN,152.278
BAC,29.237
JPM,104.22
YY,67.184
KINS,16.321
HURC,37.723
MDRX,11.704
WPC,73.948
BSRR,26.99
QDEL,55.511
INFN,4.363
IUSG,55.453
MRNS,3.08
CTIC,1.133
CQP,40.456
BATRK,26.701
NCLH,49.998
DWT,9.085
BATRA,26.821
SCCO,33.239
PVH,107.948
FSLR,50.6
ACHN,2.095
AFIN,12.961
GLUU,9.39
NEOS,2.118
CEPU,10.06
FTNT,73.698
NEO,16.647
CGIX,0.246
TECL,97.538
VERI,5.411
ACAD,22.305
SFST,37.149
NAVB,0.13
WEC,70.904
III,4.156
CIDM,1.003
QCRH,34.192
NWPX,22.112
WIN,2.881
CONN,21.136
TMUS,67.804
AXO,25.125
FWRD,58.269
PSA,211.146
FBIZ,20.647
JAGX,0.251
EBMT,17.35
ANAT,137.565
UMBF,64.504
FANG,101.238
DRYS,5.17
HON,141.83
ANET,206.718
FISV,84.496
DSLV,25.855
FIZZ,83.13
CLRB,1.96
CHK,2.862
RUN,12.319
PLAN,29.899
EHC,67.618
ITW,134.619
CHD,63.756
ORCL,49.981
T,29.308
SPR,82.682
ALSN,48.811
FAST,59.744
TIF,87.353
ATNM,0.547
MRK,73.382
WKHS,0.886
LIVN,88.479
CRUS,37.986
LBRDA,74.958
MNTX,6.994
NH,0.574
ZAYO,26.644
SCHW,47.115
CHUY,21.68
EVBG,59.656
RAND,3.109
CTXR,0.996
MET,44.658
UTX,118.33
GFN,9.098
GHDX,72.734
GBCI,42.643
FOXF,59.349
LASR,18.517
LIT,28.186
KTF,10.903
APTO,1.988
CDXC,3.247
MTDR,19.257
CACC,406.802
FBP,10.564
DLTH,22.958
IWD,117.979
AAWW,51.007
RP,54.163
ZN,0.484
CMP,51.535
NSC,166.86
KEM,20.65
VRNS,57.272
AVAV,74.858
FRC,96.561
KMB,108.412
AKAO,1.682
NATI,41.571
MTCH,52.126
DNBF,34.917
RGLD,84.736
MANT,54.661
MERC,14.458
RPD,37.138
WDFC,178.485
INSM,24.15
MACK,5.291
HABT,10.311
XNET,3.402
SONA,15.006
CMTL,24.74
SLM,10.749
UFPT,32.359
ABDC,7.013
WCG,275.064
AZUL,28.428
SAIL,27.48
USMV,54.658
FOX,48.67
AWSM,2.778
ETN,71.586
RY,75.651
CDXS,17.492
NYMTN,22.5
TGA,1.772
INOV,13.836
WM,94.448
AIPT,1.039
ABEO,6.517
RGNX,42.314
DRH,10.064
VWOB,76.392
MNR,13.504
LSXMA,39.249
SPSC,86.332
APU,30.096
COF,79.94
LPSN,22.514
BCRX,8.653
FITB,27.212
APC,46.929
SIX,61.33
VYGR,10.408
HASI,22.423
AG,5.811
EC,18.077
WB,58.254
MTL,2.409
DK,31.112
KGC,3.254
SCHL,41.074
INO,4.765
BLDP,3.568
AMKR,7.837
ZLAB,26.872
CRMD,1.855
CGC,48.577
CWH,13.914
PACB,6.913
ORGO,14.184
BSGM,4.304
TDOC,61.36
OCX,5.272
DNLI,18.796
ARPO,4.07
IPWR,0.37
LBRDK,75.258
OPNT,14.761
DE,161.568
SANM,31.614
EMN,81.496
JCI,32.762
FLKS,0.312
UHAL,358.308
BMY,48.573
HDB,95.514
GIL,33.782
AIMT,22.185
H,68.945
ONTX,2.31
GV,2.693
PRFT,24.929
DMLP,16.601
HMNY,0.011
MRTX,62.983
ESV,4.557
DG,115.152
IXN,153.17
AMTB,13.869
HWBK,23.0
CID,31.72
JPHF,24.52
EBAYL,26.185
DLN,88.837
PETS,22.589
UPRO,40.91
SPOT,135.525
CLFD,12.054
CRBP,6.998
OZK,31.615
CFG,34.724
TEL,79.031
VTI,136.05
GBT,45.661
ERUS,34.525
ORC,6.959
TMHC,18.343
OR,9.552
EPI,23.492
HTZ,16.095
TLC,6.455
CHGG,34.672
ATHN,134.474
CPST,0.852
GOOS,49.199
TBT,35.57
RSG,76.076
MDLZ,43.633
FGM,41.703
OPESW,0.241
NNBR,8.922
TORC,8.237
E,33.422
AZPN,95.079
CINF,79.437
ARAY,4.397
F,8.575
JKL,137.426
GLBS,3.4
KIM,17.401
OTEX,34.941
VSM,37.06
SQBG,1.031
AMRS,2.832
AST,1.065
SLS,1.428
GRUB,78.744
MS,42.265
TD,55.841
PULM,0.18
QLD,74.93
TJX,48.825
DHI,36.622
DERM,6.542
SBS,11.509
FEZ,35.018
GLG,1.592
HBM,5.837
GLOB,68.532
RHT,176.146
DVAX,10.792
RYAAY,70.053
ARQL,3.412
EOLS,15.549
ROLL,136.351
VEEV,107.014
JDST,41.881
EDIT,21.051
SHW,404.446
MDT,86.615
MEOH,56.799
UNM,33.707
EMLP,23.293
COP,65.477
NUGT,19.136
KL,30.569
AGS,24.577
ALLY,26.44
CB,131.618
CBU,60.316
CTB,33.973
BND,79.551
MEDP,62.889
IXUS,56.027
ES,67.449
XEL,50.911
BX,32.892
C,63.27
ENZL,47.744
CRM,146.753
BPFH,11.715
UAE,14.1
QAT,19.224
EW,167.242
ENTG,33.326
EQR,72.236
PEN,139.301
NBR-A,23.365
FAS,56.932
FAZ,10.511
TECK,23.527
ANCX,24.21
KIN,9.89
OKE,64.138
ONEQ,277.9
VIVO,16.032
IYF,115.585
HYG,84.439
VAR,131.221
VCLT,87.221
ZNH,35.181
AKS,2.766
DIS,109.536
EWJ,53.783
NKE,80.318
SELB,1.663
JNCE,3.863
BCLI,3.688
INGN,147.571
L,47.675
PTE,17.8
FIX,47.191
SDIV,19.017
PKE,22.433
IJR,75.517
BST,29.939
TAOP,1.103
HL,2.592
RUBY,13.618
LXFT,57.689
HRL,41.77
LOVE,23.471
M,25.55
NVO,46.79
XYL,70.505
OPTT,0.3
NMM,1.024
FTS,35.3
ASRT,4.214
CVGW,81.829
VHI,3.231
EWQ,27.867
STML,10.71
TAN,22.311
SWN,4.526
DAL,49.178
NANO,30.623
ROCK,35.037
TCBK,36.887
MODN,14.274
AR,10.316
AXE,60.012
CFXA,115.487
ALG,86.562
HCP,30.834
MGM,28.563
NEP,41.595
BDXA,60.796
AMPE,0.492
MTN,186.055
MTRN,47.034
NUW,15.847
QTS,41.689
THR,22.965
PFGC,34.238
TRQ,1.649
WLKP,23.388
CRH,28.783
HEDJ,60.153
GLPG,101.251
EWL,33.105
OIH,16.834
NVS,85.515
PPBI,29.712
KEN,16.72
VNCE,12.0
OGE,40.24
JBL,25.892
BYD,26.443
ENDP,9.473
ACOR,15.854
LM,28.624
FFBC,26.307
TZA,11.48
UDOW,85.554
SYK,177.389
BOKF,84.752
PRIM,19.717
FSS,21.497
ALDX,8.458
AGN,143.516
AKRX,4.112
ARWR,13.322
GTN,16.125
CREX,2.391
GNL,19.725
CEI,0.462
FMBH,32.563
CTK,11.613
CLNE,1.887
VKTX,8.006
SHV,110.521
GNW,4.679
DB,9.205
EWT,32.328
CXSE,66.851
GH,39.524
RUSL,40.36
MSF,17.35
BURL,168.731
STWD,21.656
MMLP,13.458
BR,99.702
IVC,5.121
KNX,32.567
GG,10.845
BGG,12.412
TUR,28.334
WTW,32.176
UEIC,27.197
BBW,4.899
KALA,5.29
RDFN,17.477
AZRX,2.01
CLF,10.503
ADRO,2.42
FLIR,47.294
CQQQ,43.512
AER,47.756
NTAP,62.932
NAVG,69.747
OMAB,44.26
ABBV,77.654
AEMD,1.327
ATIS,0.311
CSWC,21.605
AXNX,14.31
APDN,0.474
PFE,41.169
ATRS,2.983
MKTX,211.949
GROW,1.254
INPX,2.184
NAT,2.042
FOSL,17.277
BLK,405.276
ETFC,46.389
EL,132.731
DGAZ,89.287
RHI,64.009
CBIO,8.24
PODD,76.192
TYME,2.72
GPN,111.922
BRZU,36.704
BNFT,54.282
SSL,30.476
WTI,5.057
PIR,0.891
ODP,2.939
KO,47.535
RILYH,25.563
RIG,8.548
KMI,18.038
MPW,17.895
CHMI,18.522
OPHT,1.27
RCL,118.765
WK,39.127
GILT,8.993
EMR,64.522
SHY,83.645
AT,2.468
ALL,86.707
AWK,93.442
NVEC,93.64
DWDP,58.92
CCJ,11.938
CIM,18.923
BSX,37.172
ELY,15.931
MNST,55.674
HEAR,14.386
FHN,14.894
EWP,28.587
HCA,138.151
CJJD,2.093
ICE,75.499
K,58.4
LEN,45.393
O,67.306
IAE,8.95
MLSS,0.396
JNPR,25.619
CTRV,0.325
SAR,23.185
RF,15.607
NGVC,13.588
KDP,26.521
PXI,32.025
RHP,78.617
NXR,14.681
TS,24.787
RMD,92.243
SFS,6.296
VEDL,11.066
VIPS,7.483
URBN,31.999
IPHI,38.264
VZA,25.901
LEXEA,40.681
MGA,51.75
WIT,5.459
IGF,42.135
QUOT,10.045
AUY,2.707
NEM,33.299
PGR,65.771
XSPA,0.181
LLNW,2.921
PCG,13.564
NIO,7.258
ALEX,22.631
ING,12.051
MTLS,15.575
ZBH,107.074
CCI,115.614
RING,17.073
UPS,100.755
EWS,23.339
ILF,34.232
EWW,44.248
AMLP,9.867
HSDT,7.216
JRVR,37.886
IBM,133.963
ED,75.952
SMH,95.133
CX,5.268
AGQ,27.761
CLLS,16.561
BPY,17.74
AXSM,8.011
INSG,5.194
COKE,212.147
EWH,24.283
REET,25.906
SNR,5.097
TCDA,20.054
BDSI,4.486
UNFI,13.098
GE,9.055
VMC,102.344
ESTC,81.927
BRK.B,204.218
SLB,44.259
KKR,22.452
JWN,45.996
SPAB,27.97
BHC,24.211
EXK,2.108
MWA,9.603
OILD,27.614
TEVA,19.868
IYJ,141.192
JNK,35.08
BK,52.226
ESGD,60.731
VEA,39.562
PBCT,16.82
FE,38.668
HOLX,44.524
RH,133.666
AEE,67.745
ALLT,6.77
BDX,243.075
BRX,17.032
RBS,6.414
AVID,4.553
PSQ,32.414
BXMT,34.097
STZ,168.927
SKT,22.975
IR,97.875
AUDC,14.528
CP,206.553
ASRV,4.15
SPSB,30.309
CLRO,1.982
VER,8.029
HRS,152.689
LFC,11.941
QD,5.19
GME,11.231
USEG,0.919
BAX,70.924
LYB,87.082
ORI,20.031
MA,200.993
PAM,35.251
WPS,37.781
SWM,31.251
EGI,0.426
CVX,112.476
RTW,2.951
NXEO,9.139
USB-O,24.668
USO,11.404
BYFC,1.362
CATM,28.001
FPRX,11.018
TAIT,1.94
NTRP,3.999
ARES,20.726
AVGR,0.321
SMG,72.422
ZTO,16.961
AVB,190.744
UVXY,59.271
CMA,82.023
SNMP,2.277
CIG,3.696
FDC,25.025
ISBC,11.836
ARNC,18.532
TLGT,1.713
DDD,12.066
TWM,17.11
KEY,16.763
EYES,0.831
KRNY,13.218
CYRN,2.562
JHG,21.607
HES,52.056
SPHS,1.098
CEFL,13.572
IBDP,24.28
AIG,42.381
REMX,14.296
PANW,209.43
WMT,94.942
MYGN,28.007
FL,56.348
EBR,9.782
BCS,8.45
WHR,130.944
SGYP,0.392
EPD,27.467
SAMG,12.689
AL,37.646
ITUB,10.076
RNN,0.629
EWY,64.207
CM,84.334
APPF,59.779
TRV,124.675
HSTM,24.639
CATS,12.483
MLM,180.389
ESND,12.808
TNXP,1.999
TRVG,5.735
ESLT,122.773
AVP,1.927
BBDC,9.8
REZI,20.476
SEE,38.885
VRS,24.697
WY,26.109
MKC.V,122.797
RJF,80.404
OEF,117.148
TSU,15.923
ETM,7.178
QRVO,64.623
ENPH,7.127
MBII,1.423
REGI,28.024
GSBC,53.034
SMHD,16.439
KR,28.09
IT,132.26
VXUS,50.325
LLL,196.556
CARO,34.906
FLS,43.142
CMI,145.404
XNTK,64.45
SGMS,24.457
TTNP,1.213
GWPH,138.492
MDCO,21.277
UBS,13.087
SPDW,28.236
ACWI,68.254
UN,53.894
NICE,108.015
SAN,4.782
EDC,77.005
MIE,9.054
MRO,15.971
TSM,36.555
MNKD,1.193
SNAP,6.411
TCF,22.751
CCK,49.43
OFG,19.686
CAH,49.002
XT,35.611
FTLS,37.994
PTSI,52.196
LW,72.765
DISCA,25.654
DVLU,17.29
STM,15.959
TMDI,3.401
LPI,3.694
CRI,84.129
PVG,7.662
WWD,85.747
BNS,56.427
WFC-O,23.038
HEWJ,29.805
AMOT,41.639
BRS,3.658
QEP,8.375
GLW,33.38
NOC,278.458
OIL,56.108
PDBC,16.22
WMB,26.852
CALM,42.486
CLDR,12.961
HST,18.127
PRU,90.55
WEN,17.326
BAC-L,1290.273
UNG,25.627
EGHT,17.108
RAD,0.835
HFWA,31.271
CPE,8.097
ADXS,0.347
CC,35.557
NITE,13.041
TENX,1.176
VGT,177.53
RGEN,54.928
FLXN,13.909
TPNL,4.641
FIXX,19.518
LOW,94.258
SOGO,6.2
TTM,12.447
RNR,138.149
HIIQ,37.11
MUX,1.787
WFC,49.844
CNA,45.076
ABIO,0.434
SKM,25.622
WUBA,61.154
D,69.319
GT,20.581
XHB,35.574
SFM,24.032
DRIP,10.993
VPU,119.302
SO,47.659
PNC,124.149
TYHT,0.533
NMCI,2.847
WRD,17.127
KBWY,31.826
PAAS,14.418
MMM,196.711
IVV,266.627
ZION,48.252
EQT,19.91
DLPH,17.484
FMX,91.394
ARCT,5.174
PG,94.028
CPRI,42.672
PEI,7.624
ROK,170.052
VEON,2.467
FET,4.885
NDSN,127.788
REFR,2.53
SYY,62.716
BLMN,19.142
PSTG,17.404
NTCT,26.159
CIT,46.439
HBI,15.018
SBAC,178.857
AMN,64.176
