symbol,vwap
SONO,11.21
TQQQ,43.771
IQ,19.249
GLOW,0.13
GOVT,24.779
MIDU,36.903
CDE,4.959
BZQ,26.335
LXRX,4.316
FOXA,49.0
IDXX,206.689
ADP,138.662
NVDA,134.198
AKAM,64.054
UGL,38.821
WTER,3.491
CURE,51.207
AAPL,162.504
AVCO,5.49
IEFA,58.347
SAGE,131.928
LODE,0.18
TRGP,43.134
GLD,124.036
FCEL,0.513
EDV,112.348
MTEX,18.963
EA,87.63
GPP,15.334
ICPT,115.165
BRO,26.663
CYH,3.717
BBD,11.383
TMP,73.912
MYND,2.014
VNQ,82.404
ONCY,1.969
BPMX,0.102
USLV,80.007
SBLK,7.271
XLF,25.92
BIIB,325.638
TMFC,19.87
SXI,78.789
SILV,3.417
EWA,20.579
ATTU,24.327
IPFF,15.61
BA,388.236
BE,9.362
SPY,265.818
CODX,3.017
FSMB,20.14
FXI,42.204
CLDT,20.145
MCHP,78.96
INTC,46.87
UWT,14.206
XME,30.073
GOOGL,1083.742
EXP,71.26
CRON,18.741
KNSA,17.954
CRCM,23.028
OSB,28.854
NOBL,62.808
ONCS,0.844
TSCO,89.925
CPG,2.96
BKD,8.103
JD,24.208
WAT,230.156
DSGX,30.663
FDUSL,25.459
PEGI,21.0
NFEC,7.249
TXMD,5.017
FTNW,2.097
BNO,17.562
MBT,8.386
ARKK,41.649
CVNA,37.373
ZIXI,7.5
ERI,44.74
SINA,57.546
CELG,87.697
GOOG,1074.079
LBTYA,23.575
ORA,55.907
SFIX,23.203
VRTX,185.823
EPHE,34.287
XLP,52.238
HIMX,3.915
MRLN,22.199
GCV,4.912
FNKO,16.889
BOTZ,18.106
BKNG,1818.344
MDY,330.911
AVNW,13.784
BIB,51.245
TROV,0.676
CVGI,7.264
EB,31.015
CENTA,35.182
ICAD,5.375
CHKP,110.67
MOMO,29.46
PDD,29.182
BIOS,3.591
IYR,82.555
OLLI,76.686
XGTI,0.361
VSTO,10.299
PKOH,31.201
TUP,27.901
IYE,34.348
CREG,1.15
DOCU,48.64
EKSO,1.967
LONE,4.884
INDY,33.961
AABA,67.376
MXIM,53.472
UNIT,19.837
LSXMK,39.582
NKTR,42.438
CRNT,4.229
HLIT,5.131
CHEK,3.751
HRZN,11.742
DDM,42.805
BBBY,14.541
TEAM,94.807
CDW,82.295
OKTA,78.192
LFVN,14.465
AMTD,55.395
RESN,3.228
ELGX,0.748
UCO,18.307
FINX,24.905
MT,23.18
SSNC,50.176
HSBC,42.467
XOP,30.585
YUMA,0.113
ARTX,3.471
TOUR,4.421
VALE,12.457
HA,30.037
DNB,144.609
SC,18.556
OSK,73.372
CAMT,6.99
RYTM,25.977
KTOS,15.141
EYEN,3.464
LGND,116.699
SLAB,78.197
TRVN,1.128
PEIX,1.405
TWOU,55.968
AYX,69.992
SSYS,24.07
TLRY,79.744
SWKS,72.786
SKYY,52.382
TWMC,0.634
RYH,190.66
CNQ,27.087
EXAS,86.091
LADR,16.963
CUK,56.195
IOTS,4.875
FIVE,121.933
XLU,53.452
CSX,65.9
REGN,414.977
AGNC,17.982
NVLN,0.932
V,136.376
GDX,21.977
ALRM,62.029
BZUN,34.387
BSTC,64.513
MUC,12.849
AROC,9.606
BEDU,10.165
IGT,15.685
VLGEA,26.647
SGMO,11.33
OBE,0.409
TCPC,14.247
PCSB,20.347
PTCT,29.512
ERY,47.83
ERX,19.754
XLE,62.965
STIM,16.638
PLUG,1.391
LFUS,173.975
JMEI,2.589
CHTR,290.178
STAA,33.996
JAZZ,125.746
RVLT,0.633
KHC,46.799
AVEO,1.752
MIME,35.418
ZBRA,170.696
ALDR,13.282
TLT,120.696
EIGI,7.952
BBL,43.979
CDNA,26.464
YNDX,32.981
DIA,249.038
OIIM,1.51
IJH,182.002
PFG,47.52
PUB,29.46
HNRG,5.626
XLK,65.679
SDS,37.824
DTEA,1.498
GTHX,20.816
ATLO,25.214
ANTM,299.709
UBIO,26.442
CDK,49.183
GM,38.576
EWZ,44.003
MB,36.424
VWO,40.84
SAP,101.582
OLN,23.715
XLB,53.885
JOBS,66.482
NYMT,6.24
SSRM,13.379
ENFC,23.406
TSLA,301.672
TECS,22.54
SDG,56.349
CSBR,11.171
EZU,37.275
PII,83.363
PEP,110.239
VOO,244.388
OMER,12.951
TIPT,5.881
DFEN,41.038
TCMD,66.098
ACIU,3.823
VBIV,1.639
SLVO,7.056
VGIT,63.404
TLP,40.836
OPP,16.813
OHI,39.415
XLRE,33.925
BTX,1.474
TVIX,45.45
XLY,107.07
LAUR,15.719
CBPO,78.362
XBIT,6.479
ZS,45.496
DEUR,29.717
HUYA,20.153
XLNX,111.38
LPLA,69.631
EMB,107.35
CLCT,13.53
GLOP,22.634
KRYS,21.882
HQY,62.906
OPK,3.647
ARNA,44.171
NYCB,11.223
FC,23.951
HYRE,4.515
SIG,24.261
GRVY,38.091
JE,3.709
RBZ,1.403
CULP,18.246
FBIO,1.559
LOGI,35.954
CTRP,31.982
RDS.A,59.473
SNY,42.495
TEF,8.659
URGN,40.643
JNUG,10.62
HALL,9.643
MLNX,86.243
TUES,1.815
ROKU,43.649
EVOP,25.155
GRPN,3.647
DLS,64.428
PAYX,70.364
TTOO,3.46
ARAV,3.758
DOMO,25.502
CGNX,43.722
ERIC,8.866
SEND,49.291
RRTS,0.487
QQQX,21.475
KVHI,11.126
IBB,106.812
SPN,3.77
RFIL,8.199
TWTR,31.841
CBAT,1.091
UCBI,26.154
VREX,27.983
GSVC,5.668
UGAZ,38.679
PETX,4.269
CY,13.811
NXPI,86.624
COHR,111.967
XLV,88.902
PYPL,91.836
WPP,57.68
BTG,3.036
CTXS,101.142
TELL,9.574
AVGO,270.373
SAM,244.298
RKDA,3.515
TROW,88.079
SPLK,121.337
EARS,0.427
TGTX,4.209
CPTA,8.194
MITK,10.769
UAA,20.929
MDB,88.15
SDLP,1.047
ADI,97.871
ABMD,331.453
PGNX,4.465
STLD,36.498
NBN,19.99
CRZO,12.014
EAGL,10.21
P,8.491
SESN,0.729
ILMN,273.446
BNDX,54.692
SIEN,11.181
GSIT,7.788
MRCY,57.856
WHLR,1.607
COST,210.413
BLUE,127.358
NCNA,13.374
VUZI,4.035
GRTS,12.917
ALGN,220.858
ARCE,25.302
FB,147.695
PDLI,3.161
SNE,48.578
MTP,0.122
HIHO,2.969
UCFC,9.373
CSCO,46.261
FBSS,19.25
FTR,1.886
AXTI,3.99
ASLN,3.506
TPVG,12.573
OILU,21.395
CLDC,1.228
BABA,164.303
SAFM,122.787
GRFS,18.636
PHII,3.464
SIRI,5.907
TME,14.986
IGLD,0.592
MIXT,15.679
NTGN,4.53
SCYX,0.709
SPWR,5.618
CZR,8.988
NGG,53.77
NTNX,50.049
CFMS,0.549
SAEX,4.121
NOK,6.49
LULU,149.526
AMGN,182.962
PTN,0.677
CSIQ,20.773
PLPC,55.464
RDS.B,60.648
SQQQ,13.537
MGTX,9.285
CIO,11.42
CNAT,2.204
OTIC,1.999
GRMN,68.732
IPCI,0.341
NVUS,2.934
SSO,104.12
SVXY,46.597
SPXU,37.962
SPXL,39.037
SPXS,25.416
SH,29.473
SDOW,15.594
MCHI,57.891
WDAY,169.529
GERN,1.026
INSY,3.443
BHF,36.753
BKYI,1.411
PRAH,103.503
BSMX,7.386
LRCX,169.714
PCAR,64.32
ISRG,497.59
CMRX,2.286
GRNQ,3.2
NVTR,13.955
ARCW,0.998
CHFC,44.873
FOLD,11.295
ORLY,343.171
DGRW,40.19
BPRN,29.645
SIMO,38.71
NBEV,7.187
SLX,39.159
FHB,26.346
INSE,6.756
IWB,147.956
ATRO,30.712
YORW,32.428
INVA,20.28
ACRX,2.412
SMBC,34.294
MIK,13.769
AQ,8.757
PI,14.618
INTU,211.853
AROW,30.88
EVLV,0.569
LTRPA,16.206
SRTS,7.654
X,22.201
TEUM,2.473
EIGR,13.804
GNTX,21.493
QSR,62.197
GALT,4.951
PYDS,2.448
IWF,139.662
AFL,47.257
TXN,101.084
CPL,17.064
FCX,11.068
WELL,76.593
NTR,52.0
PHG,37.78
JNJ,131.108
ERIE,144.263
RELX,21.906
TOT,53.731
CMSSW,0.23
TTWO,101.931
PAVM,1.012
RGSE,0.514
SND,2.524
TOPS,0.941
PETZ,0.619
VRSN,165.897
EXPO,49.208
SXTC,6.939
LILA,15.973
CARA,14.876
STI,61.249
WATT,7.357
WDC,42.946
IEMG,50.706
RTIX,4.333
ESGRP,25.17
DFS,67.29
NVCN,0.741
JBLU,18.293
AMP,119.183
GPRO,4.894
CLXT,12.48
IONS,54.571
GD,167.921
FLXS,24.732
MKGI,2.383
HYGS,7.372
EQNR,22.431
VNQI,56.985
WPM,20.303
AAXN,48.817
DUST,19.915
SUNW,0.38
EZPW,9.323
DJP,22.534
NBIX,85.935
CLSD,1.131
MELI,358.904
VIXY,31.218
MRVL,18.337
CWCO,12.729
IDTI,48.777
PDVW,38.437
ALV,77.541
HLT,73.922
CVLT,64.683
MMS,68.459
DBX,23.637
RARX,19.911
VSTM,3.124
CLDX,0.379
APDNW,0.019
AMRN,16.87
OPI,32.294
RWLK,0.283
GOGL,5.022
SCPH,3.882
HONE,15.189
CBLK,15.424
KOPN,1.278
IRTC,83.902
CAT,128.267
SPRO,9.452
SGEN,73.287
QID,41.441
MDGL,110.222
PBR.A,13.751
UGP,15.117
ADES,11.482
LVS,57.673
WIX,105.53
URA,12.622
EQIX,382.651
GOL,12.915
LC,3.056
CSQ,11.703
ABEV,4.746
DFJ,67.359
XOM,71.929
PM,74.806
ENB,36.496
OTLKW,0.256
HCHC,3.356
GS,200.951
EVBN,34.358
MOFG,27.708
GDXJ,31.996
CSTE,14.872
SMMT,1.332
EXPD,68.738
MNGA,0.244
AMX,15.615
BTAI,5.537
APPN,31.572
KEYW,6.985
ALB,79.146
DBVT,6.441
ZYNE,5.052
SMBK,19.254
CALA,4.295
HMSY,28.704
LNC,57.709
EUFN,18.232
AAL,36.429
CUTR,13.779
TAL,30.386
IPAR,66.725
VOD,17.834
NVAX,2.229
STAF,2.318
MKSI,81.333
MCHX,3.983
DMRC,19.262
OPINI,24.032
MESO,4.571
HBMD,13.479
DRE,29.835
TIS,1.123
INDA,31.956
IPGP,130.042
PCMI,21.046
WYNN,119.762
USB,51.045
SP,32.838
SLGN,27.293
PTX,0.446
FBMS,32.104
WASH,51.722
USCI,38.742
NVMI,24.293
NRZ,16.825
ON,19.654
REG,64.698
GNE,8.722
LECO,86.258
PDCO,22.116
SCO,20.449
IZEA,1.662
DRQ,37.315
HSGX,0.135
NEWM,13.655
COUP,79.082
HOLI,20.046
BIDU,167.158
NTGR,38.047
ACET,1.196
LANC,157.29
CASY,129.296
GPOR,8.487
SGU,9.076
IMGN,4.865
IGSB,52.085
VIV,12.909
CVS,66.108
BGNE,123.102
FRPT,36.079
EGLE,4.074
AMAT,39.047
NRIM,32.799
MBIN,21.028
CMTA,13.084
UXIN,3.462
ZG,32.913
ATVI,45.821
ALXN,118.942
CCMP,101.115
OLED,102.419
HZN,2.011
BIOC,1.904
MO,46.693
CVCY,19.762
MJ,33.806
AKG,0.748
AA,29.14
QTT,9.469
EHTH,57.615
FRPH,49.56
BVN,15.512
TECH,165.723
JVA,5.796
LGIH,59.435
VIAB,28.41
WP,83.785
RTRX,20.824
FDN,128.078
ECL,155.639
VERU,1.487
ACN,152.506
BAC,29.292
JPM,104.355
YY,67.158
KINS,16.333
HURC,37.775
MDRX,11.701
WPC,73.952
BSRR,26.887
QDEL,55.535
INFN,4.364
IUSG,55.576
MRNS,3.092
CTIC,1.14
CQP,40.48
BATRK,26.726
NCLH,50.15
DWT,9.078
BATRA,26.85
SCCO,33.325
PVH,108.163
FSLR,50.509
ACHN,2.102
AFIN,13.005
GLUU,9.391
NEOS,2.107
CEPU,10.091
FTNT,73.898
NEO,16.586
CGIX,0.246
TECL,98.439
VERI,5.431
ACAD,22.434
SFST,37.048
NAVB,0.129
WEC,71.006
III,4.156
CIDM,1.005
QCRH,34.215
NWPX,22.173
WIN,2.867
CONN,21.014
TMUS,67.989
AXO,25.132
FWRD,58.341
PSA,210.725
FBIZ,20.65
JAGX,0.251
EBMT,17.35
ANAT,137.326
UMBF,64.131
FANG,101.267
DRYS,5.161
HON,142.072
ANET,207.235
FISV,84.413
DSLV,25.603
FIZZ,83.284
CLRB,1.962
CHK,2.876
RUN,12.316
PLAN,29.913
EHC,67.283
ITW,134.657
CHD,63.692
ORCL,50.087
T,29.299
SPR,82.884
ALSN,48.825
FAST,59.856
TIF,87.463
ATNM,0.548
MRK,73.375
WKHS,0.887
LIVN,88.538
CRUS,38.094
LBRDA,75.033
MNTX,6.979
NH,0.572
ZAYO,26.677
SCHW,47.154
CHUY,21.724
EVBG,59.676
RAND,3.109
CTXR,0.996
MET,44.824
UTX,118.627
GFN,9.0
GHDX,73.251
GBCI,42.601
FOXF,59.38
LASR,18.501
LIT,28.214
KTF,10.9
APTO,1.99
CDXC,3.246
MTDR,19.445
CACC,408.869
FBP,10.555
DLTH,22.931
IWD,118.213
AAWW,51.132
RP,54.283
ZN,0.482
CMP,51.642
NSC,166.97
KEM,20.77
VRNS,57.376
AVAV,74.96
FRC,96.659
KMB,108.393
AKAO,1.683
NATI,41.679
MTCH,52.048
DNBF,35.118
RGLD,85.096
MANT,54.752
MERC,14.362
RPD,37.386
WDFC,178.273
INSM,24.165
MACK,5.323
HABT,10.311
XNET,3.403
SONA,14.99
CMTL,24.707
SLM,10.778
UFPT,32.358
ABDC,7.019
WCG,275.383
AZUL,28.556
SAIL,27.54
USMV,54.715
FOX,48.721
AWSM,2.762
ETN,71.702
RY,75.722
CDXS,17.524
NYMTN,22.505
TGA,1.779
INOV,13.885
WM,94.551
AIPT,1.04
ABEO,6.533
RGNX,42.403
DRH,10.061
VWOB,76.393
MNR,13.5
LSXMA,39.436
SPSC,86.506
APU,30.177
COF,80.299
LPSN,22.544
BCRX,8.665
FITB,27.227
APC,47.16
SIX,61.185
VYGR,10.463
HASI,22.407
AG,5.842
EC,18.152
WB,58.372
MTL,2.405
DK,31.58
KGC,3.286
SCHL,41.047
INO,4.89
BLDP,3.549
AMKR,7.861
ZLAB,26.92
CRMD,1.861
CGC,48.631
CWH,13.955
PACB,6.913
ORGO,14.117
BSGM,4.304
TDOC,61.555
OCX,5.259
DNLI,18.811
ARPO,4.049
IPWR,0.369
LBRDK,75.367
OPNT,14.759
DE,161.803
SANM,31.755
EMN,81.727
JCI,32.814
FLKS,0.311
UHAL,357.547
BMY,48.688
HDB,95.466
GIL,33.751
AIMT,22.307
H,68.846
ONTX,2.324
GV,2.694
PRFT,25.072
DMLP,16.616
HMNY,0.011
MRTX,63.241
ESV,4.539
DG,115.152
IXN,153.463
AMTB,13.879
HWBK,23.0
CID,31.72
JPHF,24.52
EBAYL,26.206
DLN,89.239
PETS,22.627
UPRO,41.271
SPOT,135.503
CLFD,12.066
CRBP,7.056
OZK,31.623
CFG,34.801
TEL,79.213
VTI,136.5
GBT,46.04
ERUS,34.689
ORC,6.987
TMHC,18.324
OR,9.567
EPI,23.596
HTZ,16.176
TLC,6.482
CHGG,34.676
ATHN,134.499
CPST,0.85
GOOS,49.141
TBT,35.655
RSG,76.136
MDLZ,43.696
FGM,41.555
OPESW,0.241
NNBR,8.956
TORC,8.289
E,33.471
AZPN,95.144
CINF,79.609
ARAY,4.383
F,8.587
JKL,137.426
GLBS,3.371
KIM,17.359
OTEX,34.978
VSM,37.034
SQBG,1.03
AMRS,2.897
AST,1.038
SLS,1.43
GRUB,79.105
MS,42.329
TD,55.858
PULM,0.18
QLD,75.592
TJX,48.822
DHI,36.673
DERM,6.563
SBS,11.526
FEZ,35.07
GLG,1.586
HBM,5.911
GLOB,68.262
RHT,176.165
DVAX,10.827
RYAAY,69.982
ARQL,3.418
EOLS,15.505
ROLL,137.07
VEEV,107.152
JDST,41.244
EDIT,21.125
SHW,404.051
MDT,86.68
MEOH,56.911
UNM,33.796
EMLP,23.31
COP,65.51
NUGT,19.439
KL,30.718
AGS,24.583
ALLY,26.502
CB,131.953
CBU,60.392
CTB,34.139
BND,79.556
MEDP,63.05
IXUS,56.091
ES,67.36
XEL,50.931
BX,32.789
C,63.665
ENZL,47.903
CRM,147.147
BPFH,11.73
UAE,14.1
QAT,19.443
EW,167.311
ENTG,33.295
EQR,72.203
PEN,139.588
NBR-A,23.881
FAS,57.398
FAZ,10.39
TECK,23.615
ANCX,24.272
KIN,9.874
OKE,64.092
ONEQ,278.691
VIVO,16.046
IYF,115.795
HYG,84.515
VAR,131.3
VCLT,87.273
ZNH,35.053
AKS,2.792
DIS,109.568
EWJ,53.909
NKE,80.379
SELB,1.68
JNCE,3.878
BCLI,3.692
INGN,148.412
L,47.768
PTE,17.78
FIX,47.364
SDIV,19.021
PKE,22.458
IJR,75.638
BST,29.961
TAOP,1.103
HL,2.589
RUBY,13.642
LXFT,57.695
HRL,41.763
LOVE,23.473
M,25.568
NVO,46.816
XYL,70.677
OPTT,0.298
NMM,1.018
FTS,35.299
ASRT,4.239
CVGW,81.819
VHI,3.255
EWQ,27.926
STML,10.712
TAN,22.345
SWN,4.543
DAL,49.596
NANO,30.665
ROCK,35.033
TCBK,37.105
MODN,14.268
AR,10.326
AXE,59.764
CFXA,115.786
ALG,86.461
HCP,30.844
MGM,28.669
NEP,41.258
BDXA,60.808
AMPE,0.493
MTN,186.316
MTRN,46.958
NUW,15.85
QTS,41.575
THR,22.844
PFGC,34.236
TRQ,1.658
WLKP,23.452
CRH,28.817
HEDJ,60.219
GLPG,101.032
EWL,33.15
OIH,16.896
NVS,85.568
PPBI,29.81
KEN,18.05
VNCE,11.681
OGE,40.246
JBL,26.008
BYD,26.527
ENDP,9.45
ACOR,15.928
LM,28.75
FFBC,26.299
TZA,11.402
UDOW,85.896
SYK,177.681
BOKF,84.931
PRIM,19.708
FSS,21.521
ALDX,8.452
AGN,143.628
AKRX,4.088
ARWR,13.364
GTN,16.192
CREX,2.391
GNL,19.615
CEI,0.462
FMBH,32.566
CTK,11.619
CLNE,1.886
VKTX,8.072
SHV,110.522
GNW,4.685
DB,9.216
EWT,32.389
CXSE,66.88
GH,39.542
RUSL,40.596
MSF,17.365
BURL,169.354
STWD,21.669
MMLP,13.475
BR,99.836
IVC,5.151
KNX,32.79
GG,10.874
BGG,12.511
TUR,28.53
WTW,31.862
UEIC,27.296
BBW,4.9
KALA,5.277
RDFN,17.437
AZRX,2.013
CLF,10.56
ADRO,2.457
FLIR,47.724
CQQQ,43.584
AER,47.802
NTAP,63.007
NAVG,69.758
OMAB,44.116
ABBV,77.875
AEMD,1.328
ATIS,0.308
CSWC,21.621
AXNX,14.317
APDN,0.468
PFE,41.219
ATRS,2.976
MKTX,211.09
GROW,1.258
INPX,2.183
NAT,2.051
FOSL,17.273
BLK,406.196
ETFC,46.449
EL,132.778
DGAZ,89.372
RHI,64.585
CBIO,8.263
PODD,76.016
TYME,2.726
GPN,112.223
BRZU,37.125
BNFT,54.361
SSL,30.509
WTI,5.067
PIR,0.887
ODP,2.934
KO,47.549
RILYH,25.584
RIG,8.567
KMI,18.054
MPW,17.924
CHMI,18.519
OPHT,1.262
RCL,118.899
WK,39.274
GILT,8.994
EMR,64.648
SHY,83.654
AT,2.469
ALL,86.918
AWK,93.645
NVEC,93.646
DWDP,59.007
CCJ,11.948
CIM,18.938
BSX,37.207
ELY,16.049
MNST,55.82
HEAR,14.45
FHN,14.906
EWP,28.677
HCA,138.14
CJJD,2.095
ICE,75.696
K,58.284
LEN,45.448
O,67.33
IAE,8.989
MLSS,0.397
JNPR,25.678
CTRV,0.291
SAR,23.185
RF,15.616
NGVC,13.547
KDP,26.557
PXI,32.039
RHP,78.812
NXR,14.681
TS,24.792
RMD,92.548
SFS,6.245
VEDL,11.1
VIPS,7.482
URBN,32.037
IPHI,38.384
VZA,25.901
LEXEA,40.784
MGA,51.895
WIT,5.477
IGF,42.207
QUOT,10.038
AUY,2.719
NEM,33.381
PGR,65.971
XSPA,0.181
LLNW,2.933
PCG,13.6
NIO,7.319
ALEX,22.63
ING,12.075
MTLS,15.727
ZBH,107.349
CCI,115.6
RING,17.109
UPS,100.767
EWS,23.412
ILF,34.318
EWW,44.234
AMLP,9.895
HSDT,7.302
JRVR,37.963
IBM,133.988
ED,75.91
SMH,95.365
CX,5.283
AGQ,27.812
CLLS,16.549
BPY,17.751
AXSM,8.062
INSG,5.204
COKE,212.119
EWH,24.327
REET,25.931
SNR,5.093
TCDA,20.3
BDSI,4.483
UNFI,13.149
GE,9.108
VMC,101.752
ESTC,82.228
BRK.B,204.777
SLB,44.355
KKR,22.429
JWN,45.897
SPAB,27.976
BHC,24.164
EXK,2.13
MWA,9.587
OILD,27.622
TEVA,19.863
IYJ,141.627
JNK,35.103
BK,52.357
ESGD,60.798
VEA,39.637
PBCT,16.807
FE,38.642
HOLX,44.523
RH,133.801
AEE,67.767
ALLT,6.763
BDX,243.286
BRX,17.022
RBS,6.418
AVID,4.574
PSQ,32.325
BXMT,34.116
STZ,169.233
SKT,22.999
IR,98.273
AUDC,14.595
CP,206.572
ASRV,4.15
SPSB,30.323
CLRO,1.981
VER,8.022
HRS,153.32
LFC,12.004
QD,5.214
GME,11.227
USEG,0.919
BAX,71.101
LYB,87.351
ORI,20.055
MA,201.601
PAM,35.235
WPS,37.888
SWM,31.342
EGI,0.426
CVX,112.527
RTW,2.957
NXEO,9.141
USB-O,24.675
USO,11.417
BYFC,1.362
CATM,28.011
FPRX,11.04
TAIT,1.963
NTRP,4.054
ARES,20.711
AVGR,0.322
SMG,72.187
ZTO,17.005
AVB,190.852
UVXY,58.592
CMA,82.072
SNMP,2.28
CIG,3.705
FDC,24.998
ISBC,11.832
ARNC,18.629
TLGT,1.711
DDD,12.082
TWM,17.036
KEY,16.775
EYES,0.829
KRNY,13.221
CYRN,2.562
JHG,21.642
HES,52.516
SPHS,1.103
CEFL,13.69
IBDP,24.289
AIG,42.469
REMX,14.321
PANW,209.784
WMT,94.859
MYGN,28.138
FL,56.316
EBR,9.834
BCS,8.459
WHR,130.98
SGYP,0.343
EPD,27.533
SAMG,12.707
AL,37.718
ITUB,10.111
RNN,0.629
EWY,64.449
CM,84.293
APPF,59.93
TRV,125.03
HSTM,24.634
CATS,12.378
MLM,179.886
ESND,12.808
TNXP,1.999
TRVG,5.729
ESLT,122.839
AVP,1.922
BBDC,9.828
REZI,20.631
SEE,38.948
VRS,24.693
WY,26.12
MKC.V,122.797
RJF,80.481
OEF,117.572
TSU,16.011
ETM,7.187
QRVO,64.775
ENPH,7.152
MBII,1.423
REGI,28.036
GSBC,53.054
SMHD,16.44
KR,28.13
IT,132.288
VXUS,50.399
LLL,197.163
CARO,34.839
FLS,43.239
CMI,145.853
XNTK,64.502
SGMS,24.397
TTNP,1.213
GWPH,138.733
MDCO,21.37
UBS,13.11
SPDW,28.266
ACWI,68.471
UN,53.882
NICE,108.043
SAN,4.787
EDC,77.791
MIE,9.076
MRO,15.974
TSM,36.676
MNKD,1.204
SNAP,6.44
TCF,22.621
CCK,49.457
OFG,19.637
CAH,48.85
XT,35.642
FTLS,37.998
PTSI,52.489
LW,72.728
DISCA,25.829
DVLU,17.292
STM,15.954
TMDI,3.415
LPI,3.74
CRI,84.127
PVG,7.653
WWD,85.876
BNS,56.463
WFC-O,23.038
HEWJ,29.823
AMOT,41.626
BRS,3.664
QEP,8.413
GLW,33.406
NOC,279.465
OIL,56.326
PDBC,16.224
WMB,26.883
CALM,42.524
CLDR,12.985
HST,18.131
PRU,90.739
WEN,17.319
BAC-L,1290.699
UNG,25.605
EGHT,17.167
RAD,0.834
HFWA,31.357
CPE,8.143
ADXS,0.345
CC,35.635
NITE,13.032
TENX,1.175
VGT,177.925
RGEN,55.096
FLXN,13.95
TPNL,4.618
FIXX,19.546
LOW,94.718
SOGO,6.199
TTM,12.459
RNR,138.085
HIIQ,37.396
MUX,1.791
WFC,49.932
CNA,45.182
ABIO,0.434
SKM,25.576
WUBA,61.122
D,69.346
GT,20.735
XHB,35.628
SFM,23.972
DRIP,10.849
VPU,119.317
SO,47.683
PNC,124.203
TYHT,0.512
NMCI,2.85
WRD,17.168
KBWY,31.855
PAAS,14.484
MMM,197.254
IVV,267.548
ZION,48.31
EQT,19.914
DLPH,17.597
FMX,90.929
ARCT,5.165
PG,94.086
CPRI,42.669
PEI,7.59
ROK,169.905
VEON,2.465
FET,4.911
NDSN,128.209
REFR,2.529
SYY,62.745
BLMN,19.094
PSTG,17.475
NTCT,26.101
CIT,46.586
HBI,14.971
SBAC,178.646
AMN,64.265
