symbol,vwap
ENSG,42.094
PRA,42.341
MKC,122.931
UTSL,26.69
SJR,19.985
STT,70.257
ASML,175.238
YEXT,14.666
VLO,81.634
BAK,28.169
BHGE,23.469
ATNX,11.284
SNN,37.683
ACB,6.907
NFLX,334.297
PPDF,3.537
QGEN,37.08
ROG,120.244
TGS,16.65
ADBE,240.466
CKH,42.47
NAK,0.76
W,106.407
MRCC,11.857
PLAB,10.682
BXE,0.44
CEF,12.875
SVM,2.194
TECD,94.705
FRSX,2.001
ZVZZT,9.989
VXXB,38.401
GSK,39.07
BKEP,2.164
PBR,15.758
GILD,69.256
SQ,70.074
STNE,21.862
APHA,7.414
AMD,21.918
KLAC,103.416
GOLD,12.845
MVIS,0.82
PEG,52.988
CAJ,28.912
SONO,11.035
TQQQ,43.313
IQ,19.194
GLOW,0.129
GOVT,24.785
MIDU,35.867
CDE,4.919
BZQ,26.499
LXRX,4.313
FOXA,48.998
IDXX,206.259
ADP,137.31
NVDA,133.245
AKAM,64.106
UGL,38.738
WTER,3.49
CURE,50.48
AAPL,161.697
AVCO,5.529
IEFA,58.214
SAGE,132.159
LODE,0.17
TRGP,43.018
GLD,123.887
FCEL,0.511
EDV,112.491
MTEX,18.964
EA,87.474
GPP,15.169
ICPT,114.759
BRO,26.645
CYH,3.75
BBD,11.428
TMP,73.0
MYND,1.904
VNQ,82.136
ONCY,2.0
BPMX,0.103
USLV,79.183
SBLK,7.138
XLF,25.813
BIIB,326.414
TMFC,19.811
SXI,80.211
SILV,3.441
EWA,20.47
ATTU,24.13
IPFF,15.61
BA,386.42
BE,9.397
SPY,264.755
CODX,3.33
FSMB,20.14
FXI,42.036
CLDT,20.064
MCHP,79.244
INTC,46.592
UWT,13.873
XME,29.735
GOOGL,1082.745
EXP,72.024
CRON,18.242
KNSA,18.0
CRCM,23.178
OSB,28.499
NOBL,62.623
ONCS,0.844
TSCO,89.949
CPG,2.914
BKD,8.039
JD,23.976
WAT,229.21
DSGX,30.452
FDUSL,25.3
PEGI,21.102
NFEC,7.444
TXMD,4.972
FTNW,2.008
BNO,17.464
MBT,8.295
ARKK,41.56
CVNA,37.397
ZIXI,7.484
ERI,44.66
SINA,58.451
CELG,87.785
GOOG,1072.795
LBTYA,23.683
ORA,55.835
SFIX,23.236
VRTX,185.423
EPHE,34.306
XLP,52.109
HIMX,3.901
MRLN,22.33
GCV,4.92
FNKO,17.049
BOTZ,18.062
BKNG,1820.386
MDY,329.894
AVNW,13.8
BIB,51.14
TROV,0.671
CVGI,7.185
EB,30.826
CENTA,35.043
ICAD,5.231
CHKP,111.486
MOMO,29.569
PDD,29.458
BIOS,3.582
IYR,82.261
OLLI,76.567
XGTI,0.36
VSTO,10.238
PKOH,31.19
TUP,28.659
IYE,34.256
CREG,1.165
DOCU,48.795
EKSO,2.002
LONE,4.924
INDY,33.922
AABA,66.678
MXIM,53.899
UNIT,19.856
LSXMK,39.234
NKTR,42.382
CRNT,4.22
HLIT,5.128
CHEK,4.021
HRZN,11.668
DDM,42.577
BBBY,14.436
TEAM,95.06
CDW,81.912
OKTA,77.889
LFVN,14.32
AMTD,55.104
RESN,3.439
ELGX,0.776
UCO,18.011
FINX,24.931
MT,23.138
SSNC,50.134
HSBC,42.464
XOP,30.352
YUMA,0.111
ARTX,3.438
TOUR,4.456
VALE,12.469
HA,29.655
DNB,144.632
SC,18.077
OSK,73.035
CAMT,6.983
RYTM,26.376
KTOS,15.07
EYEN,3.663
LGND,116.709
SLAB,81.344
TRVN,1.106
PEIX,1.42
TWOU,56.243
AYX,70.041
SSYS,23.988
TLRY,79.664
SWKS,72.836
SKYY,52.342
TWMC,0.63
RYH,189.517
CNQ,26.861
EXAS,85.805
LADR,16.895
CUK,56.075
IOTS,4.776
FIVE,121.9
XLU,53.343
CSX,65.539
REGN,415.932
AGNC,17.966
NVLN,0.95
V,135.831
GDX,21.871
ALRM,62.472
BZUN,34.533
BSTC,64.301
MUC,12.858
AROC,9.481
BEDU,10.249
IGT,15.614
VLGEA,26.62
SGMO,11.223
OBE,0.429
TCPC,14.15
PCSB,20.405
PTCT,29.243
ERY,48.129
ERX,19.593
XLE,62.777
STIM,16.527
PLUG,1.401
LFUS,176.418
JMEI,2.523
CHTR,289.436
STAA,34.045
JAZZ,125.9
RVLT,0.669
KHC,46.901
AVEO,1.74
MIME,34.506
ZBRA,169.767
ALDR,12.415
TLT,120.843
EIGI,7.872
BBL,43.945
CDNA,26.88
YNDX,32.679
DIA,248.197
OIIM,1.499
IJH,181.445
PFG,47.359
PUB,29.376
HNRG,5.6
XLK,65.342
SDS,38.18
DTEA,1.481
GTHX,20.686
ATLO,25.304
ANTM,299.188
UBIO,26.563
CDK,50.127
GM,38.284
EWZ,43.904
MB,36.366
VWO,40.685
SAP,101.638
OLN,23.479
XLB,53.838
JOBS,66.344
NYMT,6.206
SSRM,13.205
ENFC,23.502
TSLA,301.356
TECS,22.961
SDG,56.437
CSBR,10.924
EZU,37.162
PII,82.094
PEP,109.996
VOO,243.363
OMER,13.004
TIPT,5.783
DFEN,40.774
TCMD,65.796
ACIU,3.601
VBIV,1.619
SLVO,7.056
VGIT,63.406
TLP,40.826
OPP,16.77
OHI,39.116
XLRE,33.82
BTX,1.507
TVIX,46.312
XLY,106.728
LAUR,15.732
CBPO,79.279
XBIT,6.467
ZS,45.482
DEUR,29.719
HUYA,20.164
XLNX,111.643
LPLA,69.234
EMB,107.137
CLCT,13.639
GLOP,22.416
KRYS,22.519
HQY,62.71
OPK,3.605
ARNA,44.259
NYCB,11.165
FC,23.973
HYRE,4.471
SIG,24.093
GRVY,37.248
JE,3.73
RBZ,1.428
CULP,18.166
FBIO,1.417
LOGI,36.022
CTRP,31.918
RDS.A,59.506
SNY,42.373
TEF,8.63
URGN,40.318
JNUG,10.464
HALL,9.689
MLNX,86.081
TUES,1.885
ROKU,43.458
EVOP,25.241
GRPN,3.658
DLS,64.326
PAYX,70.087
TTOO,3.551
ARAV,3.605
DOMO,25.324
CGNX,43.462
ERIC,8.784
SEND,49.127
RRTS,0.484
QQQX,21.374
KVHI,10.7
IBB,106.716
SPN,3.724
RFIL,8.263
TWTR,32.025
CBAT,1.09
UCBI,26.102
VREX,28.062
GSVC,5.657
UGAZ,38.557
PETX,4.197
CY,13.764
NXPI,86.38
COHR,109.623
XLV,88.725
PYPL,91.459
WPP,57.92
BTG,3.018
CTXS,101.271
TELL,9.414
AVGO,270.498
SAM,244.63
RKDA,3.609
TROW,88.255
SPLK,119.85
EARS,0.425
TGTX,4.203
CPTA,8.195
MITK,10.734
UAA,20.932
MDB,87.704
SDLP,1.041
ADI,97.539
ABMD,330.398
PGNX,4.491
STLD,36.457
NBN,19.565
CRZO,11.715
EAGL,10.21
P,8.466
SESN,0.731
ILMN,275.672
BNDX,54.691
SIEN,11.113
GSIT,7.665
MRCY,56.912
WHLR,1.576
COST,209.96
BLUE,125.377
NCNA,12.038
VUZI,4.152
GRTS,13.628
ALGN,216.573
ARCE,23.757
FB,146.598
PDLI,3.113
SNE,48.502
MTP,0.123
HIHO,3.0
UCFC,9.359
CSCO,46.032
FBSS,19.25
FTR,1.852
AXTI,3.962
ASLN,3.663
TPVG,12.479
OILU,20.936
CLDC,1.235
BABA,162.604
SAFM,121.353
GRFS,18.604
PHII,3.349
SIRI,5.874
TME,15.526
IGLD,0.618
MIXT,15.639
NTGN,4.67
SCYX,0.706
SPWR,5.59
CZR,8.936
NGG,53.822
NTNX,50.049
CFMS,0.557
SAEX,3.749
NOK,6.481
LULU,149.046
AMGN,184.615
PTN,0.675
CSIQ,20.61
PLPC,55.311
RDS.B,60.682
SQQQ,13.704
MGTX,9.287
CIO,11.271
CNAT,2.153
OTIC,2.02
GRMN,68.544
IPCI,0.341
NVUS,2.929
SSO,103.307
SVXY,46.327
SPXU,38.756
SPXL,38.533
SPXS,25.751
SH,29.594
SDOW,15.736
MCHI,57.786
WDAY,168.349
GERN,1.03
INSY,3.462
BHF,36.528
BKYI,1.42
PRAH,102.575
BSMX,7.356
LRCX,168.445
PCAR,63.942
ISRG,497.213
CMRX,2.24
GRNQ,3.2
NVTR,13.859
ARCW,0.998
CHFC,45.136
FOLD,11.39
ORLY,341.383
DGRW,39.992
BPRN,29.843
SIMO,37.15
NBEV,6.979
SLX,39.17
FHB,26.406
INSE,6.747
IWB,147.347
ATRO,30.656
YORW,32.59
INVA,20.182
ACRX,2.4
SMBC,34.432
MIK,14.04
AQ,8.699
PI,14.105
INTU,210.601
AROW,31.439
EVLV,0.598
LTRPA,16.153
SRTS,7.726
X,22.008
TEUM,2.482
EIGR,13.706
GNTX,21.141
QSR,62.451
GALT,4.992
PYDS,2.363
IWF,139.248
AFL,47.111
TXN,101.188
CPL,16.918
FCX,10.863
WELL,76.164
NTR,51.76
PHG,37.707
JNJ,130.781
ERIE,143.598
RELX,21.96
TOT,53.684
CMSSW,0.23
TTWO,101.916
PAVM,1.03
RGSE,0.512
SND,2.553
TOPS,0.945
PETZ,0.578
VRSN,165.23
EXPO,48.965
SXTC,5.105
LILA,16.014
CARA,14.754
STI,61.097
WATT,7.441
WDC,42.899
IEMG,50.474
RTIX,4.356
ESGRP,25.155
DFS,66.874
NVCN,0.732
JBLU,18.122
AMP,118.365
GPRO,4.937
CLXT,12.411
IONS,54.379
GD,166.544
FLXS,24.583
MKGI,2.388
HYGS,7.379
EQNR,22.419
VNQI,56.792
WPM,20.168
AAXN,48.668
DUST,20.248
SUNW,0.38
EZPW,9.167
DJP,22.505
NBIX,85.313
CLSD,1.119
MELI,355.292
VIXY,31.58
MRVL,18.312
CWCO,12.584
IDTI,48.769
PDVW,38.577
ALV,76.843
HLT,73.954
CVLT,64.163
MMS,68.438
DBX,23.508
RARX,19.501
VSTM,3.107
CLDX,0.357
APDNW,0.019
AMRN,16.785
OPI,32.014
RWLK,0.273
GOGL,4.999
SCPH,3.861
HONE,15.298
CBLK,15.451
KOPN,1.297
IRTC,83.397
CAT,127.028
SPRO,9.44
SGEN,73.016
QID,41.854
MDGL,110.581
PBR.A,13.735
UGP,15.208
ADES,11.449
LVS,56.849
WIX,104.84
URA,12.719
EQIX,381.708
GOL,13.007
LC,3.035
CSQ,11.672
ABEV,4.755
DFJ,67.467
XOM,71.756
PM,74.69
ENB,36.48
OTLKW,0.261
HCHC,3.299
GS,200.232
EVBN,34.25
MOFG,27.755
GDXJ,31.813
CSTE,14.998
SMMT,1.365
EXPD,68.359
MNGA,0.237
AMX,15.714
BTAI,5.67
APPN,31.564
KEYW,6.991
ALB,78.791
DBVT,6.424
ZYNE,5.021
SMBK,19.318
CALA,4.243
HMSY,28.44
LNC,57.471
EUFN,18.16
AAL,36.415
CUTR,13.684
TAL,30.71
IPAR,67.102
VOD,17.824
NVAX,2.195
STAF,2.39
MKSI,80.774
MCHX,3.994
DMRC,19.158
OPINI,23.949
MESO,4.58
HBMD,13.926
DRE,29.692
TIS,1.125
INDA,31.888
IPGP,129.511
PCMI,20.786
WYNN,117.954
USB,50.96
SP,33.044
SLGN,26.649
PTX,0.446
FBMS,31.871
WASH,51.566
USCI,38.703
NVMI,24.262
NRZ,16.787
ON,19.582
REG,64.273
GNE,8.887
LECO,86.084
PDCO,22.055
SCO,20.779
IZEA,1.676
DRQ,37.202
HSGX,0.133
NEWM,13.584
COUP,78.736
HOLI,19.87
BIDU,166.176
NTGR,38.095
ACET,1.201
LANC,156.942
CASY,129.491
GPOR,8.451
SGU,9.064
IMGN,4.842
IGSB,52.086
VIV,12.885
CVS,66.153
BGNE,122.624
FRPT,36.582
EGLE,4.093
AMAT,38.799
NRIM,32.472
MBIN,21.08
CMTA,13.196
UXIN,3.505
ZG,32.872
ATVI,45.919
ALXN,118.606
CCMP,101.295
OLED,102.62
HZN,1.806
BIOC,1.826
MO,46.085
CVCY,19.935
MJ,33.437
AKG,0.745
AA,28.845
QTT,9.441
EHTH,56.784
FRPH,49.8
BVN,15.602
TECH,164.976
JVA,5.88
LGIH,59.805
VIAB,28.36
WP,82.545
RTRX,20.498
FDN,127.952
ECL,155.633
VERU,1.451
ACN,152.129
BAC,29.234
JPM,104.165
YY,67.749
KINS,16.3
HURC,37.17
MDRX,11.705
WPC,73.802
BSRR,27.202
QDEL,55.347
INFN,4.327
IUSG,55.373
MRNS,3.093
CTIC,1.042
CQP,40.472
BATRK,26.628
NCLH,49.733
DWT,9.358
BATRA,26.756
SCCO,33.161
PVH,108.018
FSLR,50.597
ACHN,2.106
AFIN,12.923
GLUU,9.44
NEOS,2.122
CEPU,9.999
FTNT,73.662
NEO,16.607
CGIX,0.245
TECL,97.009
VERI,5.326
ACAD,22.498
SFST,37.125
NAVB,0.135
WEC,70.682
III,4.2
CIDM,1.003
QCRH,34.244
NWPX,22.144
WIN,2.879
CONN,20.952
TMUS,67.358
AXO,25.15
FWRD,58.003
PSA,210.606
FBIZ,20.643
JAGX,0.251
EBMT,17.35
ANAT,137.562
UMBF,65.144
FANG,100.913
DRYS,5.167
HON,141.378
ANET,206.6
FISV,84.38
DSLV,25.928
FIZZ,82.477
CLRB,1.962
CHK,2.851
RUN,12.314
PLAN,29.896
EHC,67.534
ITW,134.194
CHD,63.739
ORCL,49.953
T,29.252
SPR,82.08
ALSN,48.635
FAST,59.532
TIF,87.082
ATNM,0.544
MRK,73.408
WKHS,0.891
LIVN,88.844
CRUS,37.82
LBRDA,74.883
MNTX,7.122
NH,0.574
ZAYO,26.567
SCHW,47.064
CHUY,21.608
EVBG,59.645
RAND,3.111
CTXR,1.0
MET,44.523
UTX,117.952
GFN,9.146
GHDX,72.298
GBCI,42.563
FOXF,59.137
LASR,18.55
LIT,28.184
KTF,10.905
APTO,1.993
CDXC,3.272
MTDR,19.214
CACC,406.913
FBP,10.561
DLTH,22.997
IWD,117.846
AAWW,50.731
RP,53.891
ZN,0.488
CMP,51.164
NSC,166.526
KEM,20.519
VRNS,57.058
AVAV,74.816
FRC,96.114
KMB,108.263
AKAO,1.677
NATI,41.581
MTCH,52.457
DNBF,34.864
RGLD,84.746
MANT,54.674
MERC,14.501
RPD,37.124
WDFC,178.288
INSM,24.382
MACK,5.277
HABT,10.26
XNET,3.398
SONA,15.106
CMTL,24.77
SLM,10.752
UFPT,32.296
ABDC,7.011
WCG,274.744
AZUL,28.463
SAIL,27.532
USMV,54.578
FOX,48.658
AWSM,2.792
ETN,71.397
RY,75.417
CDXS,17.283
NYMTN,22.5
TGA,1.757
INOV,13.853
WM,94.328
AIPT,0.992
ABEO,6.455
RGNX,42.194
DRH,10.057
VWOB,76.381
MNR,13.455
LSXMA,39.11
SPSC,86.113
APU,30.038
COF,79.48
LPSN,22.512
BCRX,8.645
FITB,27.255
APC,46.815
SIX,61.391
VYGR,10.395
HASI,22.446
AG,5.784
EC,18.024
WB,58.474
MTL,2.414
DK,30.341
KGC,3.261
SCHL,41.27
INO,4.713
BLDP,3.597
AMKR,7.853
ZLAB,27.062
CRMD,1.83
CGC,48.004
CWH,13.857
PACB,6.906
ORGO,14.375
BSGM,4.3
TDOC,61.162
OCX,5.275
DNLI,18.73
ARPO,4.16
IPWR,0.37
LBRDK,75.165
OPNT,14.8
DE,160.929
SANM,31.61
EMN,81.322
JCI,32.759
FLKS,0.317
UHAL,360.047
BMY,48.507
HDB,95.486
GIL,33.864
AIMT,21.966
H,69.042
ONTX,2.301
GV,2.69
PRFT,24.773
DMLP,16.497
HMNY,0.011
MRTX,62.729
ESV,4.539
DG,115.078
IXN,153.256
AMTB,13.711
HWBK,23.0
CID,31.72
JPHF,24.52
EBAYL,26.066
DLN,88.792
PETS,22.556
UPRO,40.73
SPOT,134.756
CLFD,12.054
CRBP,6.922
OZK,31.602
CFG,34.659
TEL,78.871
VTI,135.879
GBT,45.465
ERUS,34.528
ORC,6.953
TMHC,18.334
OR,9.533
EPI,23.494
HTZ,15.955
TLC,6.424
CHGG,34.734
ATHN,134.418
CPST,0.857
GOOS,49.733
TBT,35.57
RSG,75.924
MDLZ,43.566
FGM,41.82
OPESW,0.241
NNBR,8.9
TORC,8.214
E,33.42
AZPN,94.933
CINF,79.155
ARAY,4.402
F,8.556
JKL,137.426
GLBS,3.406
KIM,17.343
OTEX,34.937
VSM,37.202
SQBG,1.039
AMRS,2.699
AST,1.079
SLS,1.41
GRUB,78.552
MS,42.217
TD,55.808
PULM,0.181
QLD,74.841
TJX,48.84
DHI,36.613
DERM,6.545
SBS,11.55
FEZ,34.999
GLG,1.573
HBM,5.779
GLOB,68.945
RHT,176.152
DVAX,10.847
RYAAY,70.107
ARQL,3.413
EOLS,15.486
ROLL,135.279
VEEV,106.695
JDST,41.853
EDIT,20.875
SHW,404.018
MDT,86.582
MEOH,56.737
UNM,33.443
EMLP,23.275
COP,65.56
NUGT,19.123
KL,30.434
AGS,24.56
ALLY,26.375
CB,131.283
CBU,60.146
CTB,33.919
BND,79.567
MEDP,60.948
IXUS,55.997
ES,67.436
XEL,50.858
BX,33.035
C,63.187
ENZL,47.737
CRM,146.913
BPFH,11.698
UAE,14.1
QAT,19.207
EW,166.877
ENTG,33.411
EQR,72.207
PEN,139.014
NBR-A,23.363
FAS,56.534
FAZ,10.56
TECK,23.459
ANCX,24.301
KIN,9.926
OKE,64.01
ONEQ,277.874
VIVO,16.003
IYF,115.281
HYG,84.399
VAR,130.92
VCLT,87.231
ZNH,35.652
AKS,2.707
DIS,109.453
EWJ,53.745
NKE,80.377
SELB,1.647
JNCE,3.835
BCLI,3.688
INGN,147.217
L,47.58
PTE,17.816
FIX,47.206
SDIV,18.966
PKE,22.409
IJR,75.356
BST,29.937
TAOP,1.105
HL,2.597
RUBY,13.61
LXFT,57.682
HRL,41.743
LOVE,23.487
M,25.525
NVO,46.727
XYL,70.211
OPTT,0.301
NMM,1.041
FTS,35.273
ASRT,4.204
CVGW,81.729
VHI,3.211
EWQ,27.845
STML,10.777
TAN,22.315
SWN,4.495
DAL,48.716
NANO,30.655
ROCK,35.007
TCBK,36.242
MODN,14.192
AR,10.32
AXE,60.315
CFXA,115.478
ALG,86.792
HCP,30.768
MGM,28.475
NEP,41.747
BDXA,60.787
AMPE,0.493
MTN,186.519
MTRN,46.992
NUW,15.842
QTS,41.343
THR,23.052
PFGC,34.133
TRQ,1.638
WLKP,23.35
CRH,28.715
HEDJ,60.153
GLPG,101.915
EWL,33.083
OIH,16.776
NVS,85.337
PPBI,30.1
KEN,16.72
VNCE,12.0
OGE,40.207
JBL,25.878
BYD,26.35
ENDP,9.484
ACOR,15.877
LM,28.573
FFBC,26.274
TZA,11.545
UDOW,85.079
SYK,176.738
BOKF,83.915
PRIM,19.683
FSS,21.465
ALDX,8.522
AGN,143.101
AKRX,4.133
ARWR,13.355
GTN,16.069
CREX,2.543
GNL,19.781
CEI,0.46
FMBH,32.651
CTK,11.396
CLNE,1.887
VKTX,8.037
SHV,110.521
GNW,4.668
DB,9.191
EWT,32.337
CXSE,66.862
GH,40.173
RUSL,40.241
MSF,17.348
BURL,168.205
STWD,21.599
MMLP,13.339
BR,99.754
IVC,5.282
KNX,31.669
GG,10.823
BGG,12.337
TUR,28.289
WTW,32.349
UEIC,27.088
BBW,4.903
KALA,5.316
RDFN,17.498
AZRX,2.01
CLF,10.37
ADRO,2.416
FLIR,47.143
CQQQ,43.519
AER,47.505
NTAP,62.867
NAVG,69.746
OMAB,44.308
ABBV,77.769
AEMD,1.321
ATIS,0.311
CSWC,21.676
AXNX,14.364
APDN,0.47
PFE,41.109
ATRS,2.987
MKTX,213.297
GROW,1.26
INPX,2.187
NAT,2.034
FOSL,17.406
BLK,404.193
ETFC,46.324
EL,132.683
DGAZ,89.843
RHI,64.048
CBIO,8.152
PODD,76.49
TYME,2.605
GPN,111.727
BRZU,37.022
BNFT,53.756
SSL,30.478
WTI,5.043
PIR,0.882
ODP,2.933
KO,47.495
RILYH,25.563
RIG,8.502
KMI,17.991
MPW,17.838
CHMI,18.528
OPHT,1.28
RCL,117.992
WK,38.914
GILT,8.993
EMR,64.337
SHY,83.652
AT,2.462
ALL,86.398
AWK,93.38
NVEC,93.807
DWDP,58.977
CCJ,12.081
CIM,18.915
BSX,37.165
ELY,15.882
MNST,55.538
HEAR,14.396
FHN,14.854
EWP,28.574
HCA,137.74
CJJD,2.079
ICE,75.354
K,58.227
LEN,45.482
O,67.06
IAE,8.94
MLSS,0.396
JNPR,25.629
CTRV,0.324
SAR,23.002
RF,15.534
NGVC,13.722
KDP,26.498
PXI,32.0
RHP,78.205
NXR,14.678
TS,24.76
RMD,92.089
SFS,6.302
VEDL,11.021
VIPS,7.494
URBN,31.931
IPHI,38.376
VZA,25.86
LEXEA,40.636
MGA,51.469
WIT,5.447
IGF,42.1
QUOT,10.134
AUY,2.722
NEM,33.292
PGR,65.67
XSPA,0.182
LLNW,2.918
PCG,13.586
NIO,7.126
ALEX,22.572
ING,12.045
MTLS,15.411
ZBH,106.477
CCI,115.495
RING,17.081
UPS,100.888
EWS,23.341
ILF,34.277
EWW,44.305
AMLP,9.832
HSDT,7.201
JRVR,37.762
IBM,133.883
ED,75.967
SMH,95.197
CX,5.261
AGQ,27.634
CLLS,16.623
BPY,17.716
AXSM,8.016
INSG,5.173
COKE,211.665
EWH,24.291
REET,25.825
SNR,5.044
TCDA,19.976
BDSI,4.509
UNFI,12.991
GE,8.992
VMC,102.299
ESTC,81.664
BRK.B,203.555
SLB,44.101
KKR,22.419
JWN,45.799
SPAB,27.97
BHC,24.317
EXK,2.114
MWA,9.62
OILD,28.545
TEVA,19.889
IYJ,140.63
JNK,35.052
BK,52.139
ESGD,60.738
VEA,39.529
PBCT,16.817
FE,38.644
HOLX,44.411
RH,133.416
AEE,67.688
ALLT,6.782
BDX,242.79
BRX,16.968
RBS,6.407
AVID,4.556
PSQ,32.417
BXMT,34.037
STZ,168.559
SKT,22.819
IR,96.793
AUDC,14.461
CP,206.433
ASRV,4.15
SPSB,30.309
CLRO,2.029
VER,7.992
HRS,151.367
LFC,11.956
QD,5.148
GME,11.185
USEG,0.919
BAX,70.571
LYB,86.813
ORI,19.939
MA,200.571
PAM,35.247
WPS,37.769
SWM,31.194
EGI,0.426
CVX,112.386
RTW,2.98
NXEO,9.12
USB-O,24.42
USO,11.329
BYFC,1.369
CATM,27.951
FPRX,11.005
TAIT,1.93
NTRP,3.998
ARES,20.714
AVGR,0.322
SMG,72.798
ZTO,16.921
AVB,190.297
UVXY,59.6
CMA,81.996
SNMP,2.27
CIG,3.704
FDC,25.004
ISBC,11.814
ARNC,18.442
TLGT,1.702
DDD,12.058
TWM,17.144
KEY,16.722
EYES,0.832
KRNY,13.22
CYRN,2.562
JHG,21.699
HES,52.054
SPHS,1.1
CEFL,13.572
IBDP,24.28
AIG,42.31
REMX,14.31
PANW,208.318
WMT,95.118
MYGN,27.704
FL,56.592
EBR,9.794
BCS,8.451
WHR,131.25
SGYP,0.394
EPD,27.435
SAMG,12.665
AL,37.374
ITUB,10.103
RNN,0.628
EWY,64.149
CM,84.32
APPF,59.549
TRV,124.424
HSTM,24.718
CATS,13.001
MLM,180.65
ESND,12.808
TNXP,1.979
TRVG,5.73
ESLT,122.306
AVP,1.927
BBDC,9.784
REZI,20.301
SEE,38.637
VRS,24.616
WY,26.061
MKC.V,122.797
RJF,80.299
OEF,117.036
TSU,15.96
ETM,7.155
QRVO,64.571
ENPH,7.121
MBII,1.425
REGI,27.887
GSBC,53.327
SMHD,16.444
KR,27.953
IT,132.208
VXUS,50.284
LLL,195.129
CARO,34.915
FLS,42.906
CMI,144.894
XNTK,64.45
SGMS,24.383
TTNP,1.233
GWPH,136.906
MDCO,21.219
UBS,13.073
SPDW,28.206
ACWI,68.202
UN,53.873
NICE,107.889
SAN,4.782
EDC,77.017
MIE,9.027
MRO,16.014
TSM,36.553
MNKD,1.176
SNAP,6.421
TCF,22.776
CCK,49.298
OFG,19.719
CAH,49.182
XT,35.569
FTLS,38.0
PTSI,51.0
LW,72.736
DISCA,25.495
DVLU,17.291
STM,16.037
TMDI,3.317
LPI,3.66
CRI,84.024
PVG,7.656
WWD,85.761
BNS,56.373
WFC-O,22.99
HEWJ,29.783
AMOT,41.672
BRS,3.673
QEP,8.271
GLW,33.362
NOC,277.822
OIL,55.705
PDBC,16.177
WMB,26.773
CALM,42.181
CLDR,12.98
HST,18.066
PRU,90.308
WEN,17.337
BAC-L,1290.273
UNG,25.559
EGHT,16.924
RAD,0.836
HFWA,31.257
CPE,8.035
ADXS,0.358
CC,35.351
NITE,13.281
TENX,1.18
VGT,176.986
RGEN,54.844
FLXN,13.848
TPNL,4.682
FIXX,19.446
LOW,93.945
SOGO,6.217
TTM,12.417
RNR,137.854
HIIQ,36.814
MUX,1.802
WFC,49.78
CNA,44.808
ABIO,0.401
SKM,25.641
WUBA,61.285
D,69.196
GT,20.447
XHB,35.568
SFM,24.048
DRIP,11.175
VPU,119.098
SO,47.609
PNC,123.934
TYHT,0.529
NMCI,2.857
WRD,17.037
KBWY,31.72
PAAS,14.425
MMM,195.798
IVV,266.277
ZION,48.17
EQT,19.872
DLPH,17.424
FMX,91.518
ARCT,5.179
PG,93.881
CPRI,42.756
PEI,7.579
ROK,170.4
VEON,2.486
FET,4.911
NDSN,127.859
REFR,2.58
SYY,62.32
BLMN,19.108
PSTG,17.388
NTCT,25.821
CIT,46.033
HBI,15.149
SBAC,178.821
AMN,64.152
